sentID.BTEC	split	lang	sent
493	corpus-6-test-corpus-26-train	SYR	بكفي عشرة دولار للتكسي؟
503	corpus-6-test-corpus-26-train	SYR	طعمته غريبة.
512	corpus-6-test-corpus-26-train	SYR	اي. استنى، رح جبلك واحد.
516	corpus-6-test-corpus-26-train	SYR	نص قنينة، إذا سمحت.
540	corpus-6-test-corpus-26-train	SYR	لاء. بس شي مو غالي.
548	corpus-6-test-corpus-26-train	SYR	عم اتدور على شي؟
551	corpus-6-test-corpus-26-train	SYR	أربع ليالي.
553	corpus-6-test-corpus-26-train	SYR	لازمني شوية جرابات.
565	corpus-6-test-corpus-26-train	SYR	فيك اتنزل سعره لأن عليه شوية وسخ؟
571	corpus-6-test-corpus-26-train	SYR	انطرق فيني شخص. بعدها لاحظت انو جزداني انسرق.
599	corpus-6-test-corpus-26-train	SYR	مالي متأكد إذا أخدت أواعي منيح لرحلة تلات أسابيع.
612	corpus-6-test-corpus-26-train	SYR	طيب، حابين نجرب نبيت أبيض.
631	corpus-6-test-corpus-26-train	SYR	إذا حدا سأل عني، قلون إني رح كون بالقهوة.
632	corpus-6-test-corpus-26-train	SYR	متأكد إني كنت حاطه بجيبة المانطو الجوانية.
641	corpus-6-test-corpus-26-test	SYR	ممكن تعطيني اسم و رقم الشخص يللي بدك تتصل فيه؟
643	corpus-6-test-corpus-26-train	SYR	رح تدفعلي شركة الطيران لأشتري شوي من حاجاتي الضرورية الشخصية؟
650	corpus-6-test-corpus-26-train	SYR	بدي غرفة مع حمام.
652	corpus-6-test-corpus-26-dev	SYR	ما طلع شي من المكنة؟
667	corpus-6-test-corpus-26-test	SYR	كنت المفروض تسافر برحلة رقم تمانة اتنين صفر، يللي أقلعت من ربع ساعة. مو مشكلة. فيني دبرلك رحلة تانية.
673	corpus-6-test-corpus-26-train	SYR	في حدا فتحلي طردي.
679	corpus-6-test-corpus-26-test	SYR	لا، مو مشكلة. أنت هون، على كل حال.
680	corpus-6-test-corpus-26-train	SYR	خطوط الطيران اليابانية، رحلة رقم واحد اتنين تلاتة.
681	corpus-6-test-corpus-26-train	SYR	لازم اشتري شامبو.
683	corpus-6-test-corpus-26-train	SYR	ممكن اتخبرني وقت نوصل على السيفيك سينتر؟
688	corpus-6-test-corpus-26-train	SYR	وين أقرب لحام؟
703	corpus-6-test-corpus-26-train	SYR	بدنا نضل أربع ليالي إبتداءً من واحد آب.
708	corpus-6-test-corpus-26-train	SYR	شو اسم هديك الزهرة؟
719	corpus-6-test-corpus-26-train	SYR	خمسطعش أيلول هوة يوم احترام الكبار بالسن.
723	corpus-6-test-corpus-26-train	SYR	مافي صابون بغرفتي.
741	corpus-6-test-corpus-26-dev	SYR	في شي ممكن آخده لعلاج هاد الطفح؟
742	corpus-6-test-corpus-26-train	SYR	ممكن تصيغ الشي يللي قلته بطريقة تانية؟
761	corpus-6-test-corpus-26-test	SYR	أديش بدي وقت لأطلب؟
773	corpus-6-test-corpus-26-train	SYR	ممكن تعلي صوتك شوي، إذا سمحت؟
777	corpus-6-test-corpus-26-train	SYR	أديش بده وقت حتى يطلع؟
786	corpus-6-test-corpus-26-train	SYR	وين معلومات الرياضة؟
787	corpus-6-test-corpus-26-train	SYR	هاد القياس، القياس العادي، بيظبط.
793	corpus-6-test-corpus-26-test	SYR	وين بتنتها الجولة، و إيمتا؟
848	corpus-6-test-corpus-26-train	SYR	وين لازم بدل القطار حتى أوصل على إدنبره؟
855	corpus-6-test-corpus-26-train	SYR	بدي أودع هاد بصندوق امانات.
859	corpus-6-test-corpus-26-train	SYR	وين فيني اقلب مصريي؟
897	corpus-6-test-corpus-26-train	SYR	فينا نترك اغراضنا، ما عدا الغراض الغالية، بالباص؟
902	corpus-6-test-corpus-26-train	SYR	ما بعرف هالسعر على فاتورتي لشو.
917	corpus-6-test-corpus-26-train	SYR	رح ادفع خمسين دولار.
941	corpus-6-test-corpus-26-train	SYR	هلأ عرفت شو كانت المشكلة.
957	corpus-6-test-corpus-26-dev	SYR	أنا إيكيدا. عندي حجز طاولة عالساعة ستة و نص المسا. بس بدي اعتذر رح اتأخر نص ساعة.
1003	corpus-6-test-corpus-26-train	SYR	كم أونصة عطر فيني اشتري من دون ضريبة؟
1007	corpus-6-test-corpus-26-train	SYR	سياحة بس.
1010	corpus-6-test-corpus-26-train	SYR	منيح، وقعهن رجاءً. كيف بتحبه يكون؟
1023	corpus-6-test-corpus-26-test	SYR	لسه عندك مقاعد لعرض الليلة؟
1036	corpus-6-test-corpus-26-train	SYR	بدي واحد كبير.
1037	corpus-6-test-corpus-26-dev	SYR	ما صحيت على منبه الساعة ستة ونص.
1038	corpus-6-test-corpus-26-train	SYR	أنا مصور حر.
1047	corpus-6-test-corpus-26-train	SYR	اللاعبين ممكن يعطوك نصائح كازينو مقابل دولاراتك. منروح؟
1056	corpus-6-test-corpus-26-dev	SYR	عنا تقريباً تلاتين نوع زيت حمام.
1062	corpus-6-test-corpus-26-train	SYR	رح جهزلك الاقتراح الاسبوع الجاية.
1074	corpus-6-test-corpus-26-train	SYR	شكراً إلك. أديش سعر الكفوف؟
1098	corpus-6-test-corpus-26-train	SYR	مضطر روح. بحاكيك بعدين.
1100	corpus-6-test-corpus-26-train	SYR	بدي شوية حفاضات لاستعمال مرة وحدة.
1122	corpus-6-test-corpus-26-train	SYR	شو مصدر سمكات الفراشة هدول؟
1124	corpus-6-test-corpus-26-train	SYR	ممكن تبدلهون بدولار، إذا بتريد؟
1139	corpus-6-test-corpus-26-train	SYR	نحنا كتير محظوظين. عندهن واحد قياس أربعة بمحل آلا مونا.
1146	corpus-6-test-corpus-26-train	SYR	في ليموزين؟
1163	corpus-6-test-corpus-26-dev	SYR	ممكن استلم مكالمة إيقاظ عالساعة خمسة ونص بكرا الصبح؟
1165	corpus-6-test-corpus-26-train	SYR	بفضل غرفة هادية.
1167	corpus-6-test-corpus-26-train	SYR	بدي شوية مزيل مناكير.
1183	corpus-6-test-corpus-26-train	SYR	بدي بطارية.
1193	corpus-6-test-corpus-26-test	SYR	في فرقة لايف ولا دي جي؟
1194	corpus-6-test-corpus-26-train	SYR	فيني استأجر معدات غطس؟
1199	corpus-6-test-corpus-26-dev	SYR	بدي احجز غرفة لأربع ليالي ابتداءً من اتنين وعشرين كانون الأول.
1212	corpus-6-test-corpus-26-train	SYR	هي الشنتاية مناسبة لكل مناخ؟
1213	corpus-6-test-corpus-26-train	SYR	بدي دونات، لو سمحت.
1218	corpus-6-test-corpus-26-train	SYR	بدي استأجر سيارة أوتوماتيك لمدة يومين.
1224	corpus-6-test-corpus-26-train	SYR	راحت عليي الرحلة رقم عشرين على سان فرانسيسكو.
1234	corpus-6-test-corpus-26-train	SYR	أديش عالمطار؟
1235	corpus-6-test-corpus-26-train	SYR	منيح. إيمتا؟
1276	corpus-6-test-corpus-26-train	SYR	أديش عمر بنتك؟
1312	corpus-6-test-corpus-26-train	SYR	ممكن اتدلني على أوتيلات رخيصة و نضيفة؟
1321	corpus-6-test-corpus-26-train	SYR	فينا نحجزلك غرفة مريحة بقلعة قديمة قريبة من نادي غولف مشهور.
1329	corpus-6-test-corpus-26-train	SYR	بنصح بهاد لأنه مصنوع من مكونات طبيعية مية بالمية.
1361	corpus-6-test-corpus-26-dev	SYR	بوقف القطار ببرينغتون؟
1369	corpus-6-test-corpus-26-train	SYR	ممكن تقلي من وين فيني آخد تاكسي؟
1375	corpus-6-test-corpus-26-train	SYR	تذكرتين درجة تانية، إذا ممكن.
1384	corpus-6-test-corpus-26-train	SYR	بدي ارسل فاكس.
1394	corpus-6-test-corpus-26-train	SYR	بدي مكواية سفر.
1396	corpus-6-test-corpus-26-train	SYR	فيني قدملك أي شي؟
1404	corpus-6-test-corpus-26-train	SYR	يومي؟ عفواً، بس شو قصدك؟
1418	corpus-6-test-corpus-26-train	SYR	بدي واحد يوسع الوثائق العادية يللي من حجم الرسائل بدون ما اضطر إني اطويهون.
1433	corpus-6-test-corpus-26-test	SYR	اي. بس ما يكون تقيل كتير.
1434	corpus-6-test-corpus-26-train	SYR	عندي حساسية من القطط.
1436	corpus-6-test-corpus-26-train	SYR	اي، لازم يكون عندك شهادة سواقة و، امم، لازم يكون عندك شهادة من لجنة سيارات الأجرة و الليموزين.
1462	corpus-6-test-corpus-26-train	SYR	اتفضل، استاذ.
1465	corpus-6-test-corpus-26-test	SYR	ماعم توصلني مي سخنة.
1474	corpus-6-test-corpus-26-train	SYR	بدي احجز غرفة لهي الليلة.
1492	corpus-6-test-corpus-26-train	SYR	لاء. بيستثني الضريبة ورسم الخدمة.
1506	corpus-6-test-corpus-26-train	SYR	بتحب تروح تتسوق معي بعد الظهر؟
1508	corpus-6-test-corpus-26-test	SYR	مرحبا، شو هالفستان الحلو.
1519	corpus-6-test-corpus-26-train	SYR	هلأ، مكالمتك تم استقبالها. اتفضل رجاءً.
1525	corpus-6-test-corpus-26-train	SYR	شو رقم البوابة؟
1539	corpus-6-test-corpus-26-train	SYR	شو التذكار المثالي من هاواي؟
1556	corpus-6-test-corpus-26-train	SYR	فيني روح لهنيك بالمترو؟
1560	corpus-6-test-corpus-26-train	SYR	بدي سيشوار.
1562	corpus-6-test-corpus-26-train	SYR	لوين رح نوصل ونحنا عم نحكي بهالطريقة؟
1585	corpus-6-test-corpus-26-train	SYR	أنا من النرويج.
1603	corpus-6-test-corpus-26-dev	SYR	من العشرة للطنعش لو سمحت.
1619	corpus-6-test-corpus-26-train	SYR	طبعاً. خليني شوفه. نجرحت بالمرجان، بظن.
1620	corpus-6-test-corpus-26-train	SYR	بس للإحتياط، عطيني رقم الشخص المسؤول.
1622	corpus-6-test-corpus-26-train	SYR	في طريق سريع مجاني؟
1630	corpus-6-test-corpus-26-train	SYR	ليش ما إجا عالحفلة مبارح؟
1637	corpus-6-test-corpus-26-train	SYR	كان في حادث مرور.
1650	corpus-6-test-corpus-26-train	SYR	آسف، مخربط بالرقم.
1653	corpus-6-test-corpus-26-test	SYR	رجاءً أدخل رقم التعريف الشخصي.
1663	corpus-6-test-corpus-26-dev	SYR	ما فيني عدل الصورة.
1668	corpus-6-test-corpus-26-train	SYR	وحدة تشيزبرغر وعصير بردقان، إذا بتريد.
1670	corpus-6-test-corpus-26-test	SYR	هاد جواز سفري.
1682	corpus-6-test-corpus-26-test	SYR	ليش، شكراً كتير إلك. امم، فيني اطلع لفوق؟
1702	corpus-6-test-corpus-26-train	SYR	ممكن تعطيني تذكرتين للمسرحية الموسيقية تبع الجمعة الجاية؟
1718	corpus-6-test-corpus-26-train	SYR	في راكب تاني هنيك قال أنه ممكن يتبادل معك بالكرسي.
1754	corpus-6-test-corpus-26-train	SYR	فيني مدد إقامتي؟
1766	corpus-6-test-corpus-26-train	SYR	قول، بتعرف شي خرج ينشاف قريب من هون؟
1768	corpus-6-test-corpus-26-dev	SYR	لاء، بدي استأجر نص مجموعة مضارب وشوز.
1782	corpus-6-test-corpus-26-train	SYR	ممكن اتخبرني وقت تلتقى الشنتاية الضايعة؟
1788	corpus-6-test-corpus-26-train	SYR	شو اسم هالمنتزه الوطني؟
1791	corpus-6-test-corpus-26-train	SYR	عندي جرح.
1792	corpus-6-test-corpus-26-dev	SYR	وين في مكان ظريف للسياحة؟
1800	corpus-6-test-corpus-26-train	SYR	ممكن اتجبلي شوية فواكي؟
1834	corpus-6-test-corpus-26-train	SYR	فيني اتغدا هلأ؟
1837	corpus-6-test-corpus-26-train	SYR	لازم بدل هدول الدولارات.
1867	corpus-6-test-corpus-26-train	SYR	بدي تاكسي. أنا بثاوس مين وليبرتي.
1876	corpus-6-test-corpus-26-dev	SYR	أكيد، بدك كيرلي؟
1878	corpus-6-test-corpus-26-train	SYR	هي مو تفاحة هي دراقنة.
1903	corpus-6-test-corpus-26-train	SYR	رح اكتبلك وصفة. خدها عالصيدلية.
1927	corpus-6-test-corpus-26-train	SYR	منسافر تلات مرات بالاسبوع، التلاتا، والجمعة، والسبت.
1931	corpus-6-test-corpus-26-dev	SYR	غالي، مو؟
1948	corpus-6-test-corpus-26-train	SYR	اي، عنا منه. رح نجهزلك اياه.
1950	corpus-6-test-corpus-26-dev	SYR	ممكن اتخليلي شناتيي للساعة تلاتة؟
1951	corpus-6-test-corpus-26-train	SYR	لاء، بدي اعمل زيارة سريعة بس.
1954	corpus-6-test-corpus-26-dev	SYR	فيني احجز أجر-سيارة هون؟
1968	corpus-6-test-corpus-26-train	SYR	أنت أمريكي؟
1980	corpus-6-test-corpus-26-test	SYR	على هاد المكان، إذا بتريد.
1985	corpus-6-test-corpus-26-train	SYR	سيارتي واقفة.
1988	corpus-6-test-corpus-26-train	SYR	وين الظل؟
1993	corpus-6-test-corpus-26-train	SYR	بدنا مكان هادي، إذا ممكن.
1997	corpus-6-test-corpus-26-train	SYR	هاد التاكسي مجاني؟
1998	corpus-6-test-corpus-26-train	SYR	هي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	SYR	بأي وقت لازم اجي؟
2003	corpus-6-test-corpus-26-train	SYR	بدي ابريق نبيت أبيض صغير.
2005	corpus-6-test-corpus-26-train	SYR	امم. معلش آكل وجبتي بعدين؟ حاسس حالي تعبان هلأ.
2025	corpus-6-test-corpus-26-train	SYR	بالحقيقة، عندي أخبار. رح اتزوج.
2033	corpus-6-test-corpus-26-train	SYR	في بنطلون تاني؟
2035	corpus-6-test-corpus-26-train	SYR	ممكن تعطيني برنامج؟
2052	corpus-6-test-corpus-26-train	SYR	في حدا اقتحم غرفتي مبارح بالليل.
2055	corpus-6-test-corpus-26-train	SYR	ورجيني السمكة يللي شفتها اليوم بكتاب الصور، رجاءً.
2083	corpus-6-test-corpus-26-train	SYR	اطلع على الإرشادات المكتوبة على علبة الأكل المفرغة من الهوا.
2086	corpus-6-test-corpus-26-train	SYR	بدي مصاري ورق.
2100	corpus-6-test-corpus-26-test	SYR	خطف جزداني وركض.
2119	corpus-6-test-corpus-26-train	SYR	ما عندك دروس تجريبية؟
2147	corpus-6-test-corpus-26-train	SYR	من وين بقدر اشتري طوابع بريدية؟
2148	corpus-6-test-corpus-26-train	SYR	أنا من بريطانيا العظمى.
2156	corpus-6-test-corpus-26-train	SYR	لازم اسأل زوجتي عن هالموضوع.
2161	corpus-6-test-corpus-26-train	SYR	حابب استرجع مبلغ هاد.
2179	corpus-6-test-corpus-26-train	SYR	في كشك تلفون قدام البنك.
2180	corpus-6-test-corpus-26-train	SYR	رح أوصل بتسعة آذار وسافر بأربطعش.
2205	corpus-6-test-corpus-26-train	SYR	كأنه غالي شوي، ما؟
2235	corpus-6-test-corpus-26-train	SYR	الأرومة معك؟
2236	corpus-6-test-corpus-26-train	SYR	وين نهاية خط الباص؟
2238	corpus-6-test-corpus-26-train	SYR	بتحب تاكل حلو؟
2302	corpus-6-test-corpus-26-train	SYR	أنت بتحكي؟
2306	corpus-6-test-corpus-26-train	SYR	نفس الشي إلي، إذا سمحت.
2318	corpus-6-test-corpus-26-train	SYR	طلبي ما وصل.
2324	corpus-6-test-corpus-26-train	SYR	في كتير ينابيع سخنة.
2329	corpus-6-test-corpus-26-train	SYR	رجاءً بدلي خمسين ألف ين بدولار أمريكي.
2338	corpus-6-test-corpus-26-train	SYR	ما عندي مانع. بالحقيقة حابب دخن.
2347	corpus-6-test-corpus-26-test	SYR	من وين بقدر استأجر أدوات سكي واحذية؟
2353	corpus-6-test-corpus-26-dev	SYR	انسيت مشروباتنا؟
2368	corpus-6-test-corpus-26-test	SYR	ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟
2381	corpus-6-test-corpus-26-train	SYR	بدي كاسة نبيت أحمر.
2389	corpus-6-test-corpus-26-train	SYR	بس إذا كان الك، استاذ ههههه، عم امزح.
2401	corpus-6-test-corpus-26-train	SYR	أكيد. كيف فينا نخدمك؟
2412	corpus-6-test-corpus-26-dev	SYR	عنا بيرة، ووكسي، وبراندي، وجين، وفودكا ونبيت.
2425	corpus-6-test-corpus-26-train	SYR	الهوية. آه، تمام. البسبور بيمشي حاله؟
2428	corpus-6-test-corpus-26-train	SYR	رقم غرفتي هوة تلاتمية وستة وعشرين. فيك تجي تاخد الغسيل تبعي؟
2440	corpus-6-test-corpus-26-train	SYR	رح شوف إذا بيظبط شي من هدول.
2441	corpus-6-test-corpus-26-train	SYR	بدي غلاية.
2445	corpus-6-test-corpus-26-train	SYR	جبلي شوية جبنة مبشورة.
2462	corpus-6-test-corpus-26-train	SYR	في مجال يخلص تنضيف قمصاني لبكرا الصبح؟
2476	corpus-6-test-corpus-26-train	SYR	ممكن تخليه يرجع يتصل فيني؟
2490	corpus-6-test-corpus-26-train	SYR	لكن ليش؟
2492	corpus-6-test-corpus-26-train	SYR	عفواً. في محل كتب قريب من هون؟
2496	corpus-6-test-corpus-26-test	SYR	بظن انك خربطت. الغرفة مدفعلها من قبل. معي وصل.
2505	corpus-6-test-corpus-26-train	SYR	الباص هنيك.
2516	corpus-6-test-corpus-26-train	SYR	بدي رولتين آيزو مية، فيلم ملون، ستة وتلاتين صورة، لو سمحت.
2519	corpus-6-test-corpus-26-train	SYR	بدي اصرف هالشيك بقيمة سبعين دولار.
2521	corpus-6-test-corpus-26-train	SYR	بدي اشتري طوابع لعشر بطاقات بريدية عاليابان، إذا بتريد.
2528	corpus-6-test-corpus-26-train	SYR	في بنوك قريبة عالمحطة؟
2531	corpus-6-test-corpus-26-train	SYR	بظن أنه في خطأ بالفاتورة.
2552	corpus-6-test-corpus-26-test	SYR	ليكه هون.
2557	corpus-6-test-corpus-26-train	SYR	وحدة تشيزبرغر سفري، إذا بتريد.
2578	corpus-6-test-corpus-26-test	SYR	ماعاد فيك تشتغل بالتصميم بلا كمبيوتر هالأيام.
2591	corpus-6-test-corpus-26-train	SYR	ركوض.
2601	corpus-6-test-corpus-26-train	SYR	في شق هون ببلوزتي. ممكن تخيطلي اياه، إذا بتريد؟
2613	corpus-6-test-corpus-26-dev	SYR	أديش الأجرة على مانشستر؟
2643	corpus-6-test-corpus-26-train	SYR	فيك تعيرني كبل معزز؟
2644	corpus-6-test-corpus-26-train	SYR	من وين فيني اشتري حصيرة للشط؟
2670	corpus-6-test-corpus-26-test	SYR	لكن، رجاءً عطيني حجز جديد.
2676	corpus-6-test-corpus-26-train	SYR	عطيني قطعة الهام هديك، بس مو بنفس السماكة.
2678	corpus-6-test-corpus-26-train	SYR	جايين عالساعة سبعة.
2687	corpus-6-test-corpus-26-train	SYR	وقت شوف أسعار بهالرخص، بحس أنه شي بضحك إني اشتري شي باليابان.
2690	corpus-6-test-corpus-26-train	SYR	سجلاتي انسرقوا، كمان.
2695	corpus-6-test-corpus-26-train	SYR	بوري بوظا فانيليا، إذا سمحت.
2702	corpus-6-test-corpus-26-train	SYR	صحيح. هالشي لازم يصير طبيعي جداً.
2704	corpus-6-test-corpus-26-train	SYR	انتبه للحفرة، انتبه للحفرة. وخليك جنب الأبواب، رجاءً.
2707	corpus-6-test-corpus-26-train	SYR	رح احتاج لبطاقة إئتمان.
2708	corpus-6-test-corpus-26-dev	SYR	هاد هوة الرقم.
2715	corpus-6-test-corpus-26-test	SYR	دلني على مكان ظريف من هالنهر، إذا سمحت.
2726	corpus-6-test-corpus-26-train	SYR	رجاءً عطيني تقرير بالحادث.
2729	corpus-6-test-corpus-26-train	SYR	لاء، شكراً الك هلأ.
2734	corpus-6-test-corpus-26-train	SYR	طيب، رجاءً خليك عالخط. استاذ هاكاجيما، الآنسة سايتو ماعم ترد عالإتصال. بتحب اتصل فيها شوي تانية؟
2736	corpus-6-test-corpus-26-dev	SYR	يمكن، بس لازم نزينهن كل واحد لحال.
2747	corpus-6-test-corpus-26-train	SYR	الظاهر أنه نادر كتير.
2748	corpus-6-test-corpus-26-train	SYR	من وين استلام شناتي الرحلة سبعة صفر تلاتة؟
2760	corpus-6-test-corpus-26-train	SYR	في مشكلة بالمسكة تبعك.
2765	corpus-6-test-corpus-26-train	SYR	هاد بيفسد؟
2772	corpus-6-test-corpus-26-train	SYR	لاء، شكراً. الأحسن إني وقف شرب.
2808	corpus-6-test-corpus-26-train	SYR	دلني على شوارع مناسبة للتسوق رجاءً.
2811	corpus-6-test-corpus-26-dev	SYR	هداك الباص بروح على فندق هيلتون؟
2816	corpus-6-test-corpus-26-train	SYR	هلأ، هي اللوحة كتير مميزة. رسمها تسوروتارو كاتواكا. معروف بأنه فنان عالمي.
2850	corpus-6-test-corpus-26-train	SYR	بحب الموسيقى الكلاسيكية كتير.
2851	corpus-6-test-corpus-26-dev	SYR	فيني اعزمك لبرا عالغدا شي يوم؟
2862	corpus-6-test-corpus-26-train	SYR	طيب. شو اسم الطرف التاني ورقمه، إذا ممكن.
2871	corpus-6-test-corpus-26-train	SYR	عفواً. خليني اطلع، رجاءً.
2878	corpus-6-test-corpus-26-train	SYR	فيك تطلب موظفين بيحكوا ياباني؟
2898	corpus-6-test-corpus-26-train	SYR	منزور قرايبينا كتير.
2939	corpus-6-test-corpus-26-train	SYR	ميكي هاياكاوا. الغرفة سبعة صفر اتنين.
2945	corpus-6-test-corpus-26-train	SYR	ضروري ضل هون الليلة، ما؟ فيك تساعدني لأحجز غرفة أوتيل؟
2947	corpus-6-test-corpus-26-train	SYR	مو وقت طويل. ربع ساعة عالأكتر.
2960	corpus-6-test-corpus-26-train	SYR	ممكن تقلي شو تكلفة هالاتصال؟
2964	corpus-6-test-corpus-26-train	SYR	طيب، فيك تقلها إني اتصلت، رجاءً؟ رح اتصل فيها بعدين.
2973	corpus-6-test-corpus-26-train	SYR	في شي جولة صباحية؟
2982	corpus-6-test-corpus-26-train	SYR	بتبدل عملات أجنبية؟
2983	corpus-6-test-corpus-26-test	SYR	ميزانيتنا تقريباً هية خمسين دولار بالمجمل لتلات أشخاص.
2990	corpus-6-test-corpus-26-train	SYR	من وين فيني اشتري لفة أو فيلم؟
2995	corpus-6-test-corpus-26-train	SYR	عندك بيرة يابانية؟
3001	corpus-6-test-corpus-26-test	SYR	بدي مايوه قياس صغير، إذا بتريد.
3016	corpus-6-test-corpus-26-train	SYR	بدي سجل شناتيي.
3029	corpus-6-test-corpus-26-train	SYR	أنا الآنسة كوازو بالغرفة سطعش إدعش.
3030	corpus-6-test-corpus-26-train	SYR	العفو.
3038	corpus-6-test-corpus-26-dev	SYR	مافي ولا واحد.
3040	corpus-6-test-corpus-26-train	SYR	أنو الأهم بالنسبة إلكن أنتوا اليابانيين، عيد راس السنة ولا عيد الميلاد؟
