sentID.BTEC	split	lang	sent
423	corpus-6-test-corpus-26-train	SAU	كم رقم الرحلة؟
442	corpus-6-test-corpus-26-test	SAU	بالله واحد لنيو يورك.
446	corpus-6-test-corpus-26-train	SAU	تقريبا كم يوم.
447	corpus-6-test-corpus-26-train	SAU	الثاني على اليسار.
471	corpus-6-test-corpus-26-dev	SAU	هادي البطاقة، تمام؟
488	corpus-6-test-corpus-26-train	SAU	هادا مكتب الاستقبال؟ في عيادة قريبة؟
493	corpus-6-test-corpus-26-train	SAU	عشرة دولارات تكفي التاكسي؟
503	corpus-6-test-corpus-26-train	SAU	طعمو غريب.
512	corpus-6-test-corpus-26-train	SAU	استنى، بجيب واحد لك.
516	corpus-6-test-corpus-26-train	SAU	بالله نص علبة.
540	corpus-6-test-corpus-26-train	SAU	غلط. شيء مو غالي.
548	corpus-6-test-corpus-26-train	SAU	تدور على شيء؟
551	corpus-6-test-corpus-26-train	SAU	اربعة ايام.
553	corpus-6-test-corpus-26-train	SAU	ابغا شراريب.
565	corpus-6-test-corpus-26-train	SAU	يمديك تراعيني عشان فيه بقع؟
571	corpus-6-test-corpus-26-train	SAU	فيه رجال صدمني، وبعدها محفظتي اختفت.
599	corpus-6-test-corpus-26-train	SAU	مدري اذا حطيت ملابس كفأية لرحلة أبو تلاتة أسابيع.
612	corpus-6-test-corpus-26-train	SAU	نفسي اجرب النبيذ الابيض.
631	corpus-6-test-corpus-26-train	SAU	اي واحد يسال عني، قلهم حكون في المقهى.
632	corpus-6-test-corpus-26-train	SAU	متاكد انه كان بالجيب الداخلي في معطفي.
641	corpus-6-test-corpus-26-test	SAU	ممكن اسم ورقم الشخص اللي انت داق عليه؟
643	corpus-6-test-corpus-26-train	SAU	حتدفعلي الخطوط الجوية عشان اشتري حاجاتي الشخصية؟
650	corpus-6-test-corpus-26-train	SAU	نفسي في غرفة مع حمام.
652	corpus-6-test-corpus-26-dev	SAU	مافي شيء خرج من الجهاز؟
667	corpus-6-test-corpus-26-test	SAU	كان المفروض انك في رحلة تمانية اتنين صفر، اللي أقلعت قبل ربع ساعة. على كلٍ اقدر ارتبك رحلة جديدة.
673	corpus-6-test-corpus-26-train	SAU	فيه واحد فتح محفظتي.
679	corpus-6-test-corpus-26-test	SAU	اوه، ولا شيء. انت هنا، على كل حال.
680	corpus-6-test-corpus-26-train	SAU	الخطوط الجوية اليابانية، رحلة رقم واحد اثنين ثلاثة.
681	corpus-6-test-corpus-26-train	SAU	يبالي اشتري شامبو.
683	corpus-6-test-corpus-26-train	SAU	يمديك تقولي لمن نوصل المركز المدني؟
688	corpus-6-test-corpus-26-train	SAU	فين اقرب جزار؟
703	corpus-6-test-corpus-26-train	SAU	نفسنا نجلس اربعة ايام من بداية اغسطس.
708	corpus-6-test-corpus-26-train	SAU	اش اسم ديك الزهرة؟
719	corpus-6-test-corpus-26-train	SAU	الخامس عشر سيبتمبر هو يوم الاحترام للشيخوخة.
723	corpus-6-test-corpus-26-train	SAU	مافي صابون في غرفتي.
741	corpus-6-test-corpus-26-dev	SAU	في اي شيء اسويه عشان الطفح الجلدي؟
742	corpus-6-test-corpus-26-train	SAU	ممكن تغير للصياغة اللي قلتها قبل شوية؟
761	corpus-6-test-corpus-26-test	SAU	كم يبالنا عشان نقدر نطلب؟
773	corpus-6-test-corpus-26-train	SAU	يمديك ترفع صوتك شوية، لو سمحت؟
777	corpus-6-test-corpus-26-train	SAU	كم باقي لين يخرج؟
786	corpus-6-test-corpus-26-train	SAU	فين المعلومات الرياضية؟
787	corpus-6-test-corpus-26-train	SAU	دا المقاس هنا، اللي تقول عنه مقاس عادي، حيناسب.
793	corpus-6-test-corpus-26-test	SAU	فين نهاية الجولة، ومتى؟
848	corpus-6-test-corpus-26-train	SAU	فين لازم اغير القطارات عشان اوصل ادنبره؟
855	corpus-6-test-corpus-26-train	SAU	ابغا احط هذا في صندوق امانات.
859	corpus-6-test-corpus-26-train	SAU	فين يمديني اغير فلوسي؟
897	corpus-6-test-corpus-26-train	SAU	يمدينا نخلي اغراضنا هنا، مو الغالية، ف الباص؟
902	corpus-6-test-corpus-26-train	SAU	محتار الرسوم دي حقت أيش.
917	corpus-6-test-corpus-26-train	SAU	حدفع خمسين دولار.
941	corpus-6-test-corpus-26-train	SAU	دحين عرفت أيش اللي كان غلط.
957	corpus-6-test-corpus-26-dev	SAU	انا أيكيدا. عندي حجز لطاولة الساعة ستة ونص. بس معليش حوصل متأخر بنص ساعة.
1003	corpus-6-test-corpus-26-train	SAU	كم اونصة من العطر اقدر اخذ بدون ضريبة؟
1007	corpus-6-test-corpus-26-train	SAU	بس سياحة.
1010	corpus-6-test-corpus-26-train	SAU	كدا كويس، وقعهم لو سمحت. كيف تباها؟
1023	corpus-6-test-corpus-26-test	SAU	باقي فيه أماكن للعرض حق اليوم؟
1036	corpus-6-test-corpus-26-train	SAU	ابغا وحدة كبيرة.
1037	corpus-6-test-corpus-26-dev	SAU	كملت نوم وسحبت على المنبه حق ستة ونص.
1038	corpus-6-test-corpus-26-train	SAU	انا مصور حر.
1047	corpus-6-test-corpus-26-train	SAU	اللي يوزع الورق يقدر يبدل دولاراتك ببقشيش للكازينو. نمشي؟
1056	corpus-6-test-corpus-26-dev	SAU	عندنا ثلاثين نوع من حمامات الزيت.
1062	corpus-6-test-corpus-26-train	SAU	حوريك العرض الأسبوع الجأي.
1074	corpus-6-test-corpus-26-train	SAU	شكراً، بكم دا القفاز؟
1098	corpus-6-test-corpus-26-train	SAU	لازم اروح دحين، اتصل عليك بعدين.
1100	corpus-6-test-corpus-26-train	SAU	أبا حفاضات تتبدل.
1122	corpus-6-test-corpus-26-train	SAU	من فين منشأ سمكات الفراشة دي؟
1124	corpus-6-test-corpus-26-train	SAU	ممكن تحولهم الى دولارات، لو سمحت؟
1139	corpus-6-test-corpus-26-train	SAU	احنا مرة محظوظين. عندهم دا بمقاس أربعة في متجر آلا موانا.
1146	corpus-6-test-corpus-26-train	SAU	فيه أي ليموزين هنا؟
1163	corpus-6-test-corpus-26-dev	SAU	تقدر تدق عليا عشان تصحيني على خمسة ونص الصبح؟
1165	corpus-6-test-corpus-26-train	SAU	أبا غرفة هادية.
1167	corpus-6-test-corpus-26-train	SAU	أبا اللي يزيل المناكير.
1183	corpus-6-test-corpus-26-train	SAU	أبا بطارية.
1193	corpus-6-test-corpus-26-test	SAU	فيه فرقة لايف ولا دي جي؟
1194	corpus-6-test-corpus-26-train	SAU	اقدر استأجر أدوات الغوص؟
1199	corpus-6-test-corpus-26-dev	SAU	أبا احجز غرفة لاربع ليالي من يوم اتنين وعشرين ديسمبر.
1212	corpus-6-test-corpus-26-train	SAU	دي الشنطة كويسة لكل الطقوس؟
1213	corpus-6-test-corpus-26-train	SAU	ابا دونات، لو سمحت.
1218	corpus-6-test-corpus-26-train	SAU	أبا استاجر سيارة أوتوماتيك ليومين.
1224	corpus-6-test-corpus-26-train	SAU	فأتتني رحلة رقم عشرين اللي رأيحة لسان فرانسيسكو.
1234	corpus-6-test-corpus-26-train	SAU	كم من هنا الى المطار؟
1235	corpus-6-test-corpus-26-train	SAU	كدا كويس، بس متى؟
1276	corpus-6-test-corpus-26-train	SAU	كم عمر بنتك؟
1312	corpus-6-test-corpus-26-train	SAU	ممكن تعلمني عن فنادق رخيصة ونظيفة؟
1321	corpus-6-test-corpus-26-train	SAU	نقدر نحجزلك غرفة مريحة لك في قصر قديم جمب ملعب قولف قديم.
1329	corpus-6-test-corpus-26-train	SAU	اقترح عليك دا عشانه مصنوع من مكونات طبيعية مية بالمية.
1361	corpus-6-test-corpus-26-dev	SAU	القطار يوقف عند برأيتون؟
1369	corpus-6-test-corpus-26-train	SAU	تقدر تقولي وين ممكن الاقي تاكسي؟
1375	corpus-6-test-corpus-26-train	SAU	تذكرتين من الدرجة الثانية، لو سمحت.
1384	corpus-6-test-corpus-26-train	SAU	أبا ارسل فاكس.
1394	corpus-6-test-corpus-26-train	SAU	أبا مكوى للسفر.
1396	corpus-6-test-corpus-26-train	SAU	اقدر اساعدك بشيء؟
1404	corpus-6-test-corpus-26-train	SAU	يومي؟ انا خأيس اسأل، بس أيش قصدك؟
1418	corpus-6-test-corpus-26-train	SAU	أبا شيء يحفظ الورق بحجم المستند بدون ما يعفطهم.
1433	corpus-6-test-corpus-26-test	SAU	أيوا، بس مو مرا قوي.
1434	corpus-6-test-corpus-26-train	SAU	عندي حساسية من البسس.
1436	corpus-6-test-corpus-26-train	SAU	أيوا، لازم يكون عندك رخصة و، اه، لازم كمان عندك رخصة من وكالة التكاسي والليموزينات.
1462	corpus-6-test-corpus-26-train	SAU	تفضل، سيدي.
1465	corpus-6-test-corpus-26-test	SAU	مني قادر الاقي موية حارة.
1474	corpus-6-test-corpus-26-train	SAU	ابا احجز غرفة حق اليوم بس.
1492	corpus-6-test-corpus-26-train	SAU	لا، مافيه ضريبة ولا سعر للخدمة.
1506	corpus-6-test-corpus-26-train	SAU	تبا تروح معأيا نتسوق بعد الظهر؟
1508	corpus-6-test-corpus-26-test	SAU	اهلا، دا مرة لبس حلو.
1519	corpus-6-test-corpus-26-train	SAU	الحين، مكالمتك بدات. لو سمحت تفضل.
1525	corpus-6-test-corpus-26-train	SAU	كم رقم البوابة؟
1539	corpus-6-test-corpus-26-train	SAU	أيش الذكرى الهواوية المثالية؟
1556	corpus-6-test-corpus-26-train	SAU	اقدر اروح لهناك بالمترو؟
1560	corpus-6-test-corpus-26-train	SAU	أبا استشوار.
1562	corpus-6-test-corpus-26-train	SAU	حنوصل لشيء من كلامنا دا؟
1585	corpus-6-test-corpus-26-train	SAU	انا من النرويج.
1603	corpus-6-test-corpus-26-dev	SAU	من عشرة الى اثنا عشر لو سمحت.
1619	corpus-6-test-corpus-26-train	SAU	طبعاً. خليي اشوفها. بأين انك انجرحت من المرجان، أتوقع.
1620	corpus-6-test-corpus-26-train	SAU	للاحتياط. اديني رقم الشخص المسؤول.
1622	corpus-6-test-corpus-26-train	SAU	في خط سريع؟
1630	corpus-6-test-corpus-26-train	SAU	ليش ما جاء الحفلة امس؟
1637	corpus-6-test-corpus-26-train	SAU	كان هناك حادث.
1650	corpus-6-test-corpus-26-train	SAU	معليش، بس معأي الرقم الغلط.
1653	corpus-6-test-corpus-26-test	SAU	لو سمحت ادخل رمز التعريف.
1663	corpus-6-test-corpus-26-dev	SAU	مو قادر اعدل الصورة.
1668	corpus-6-test-corpus-26-train	SAU	واحد تشيز برقر وواحد عصير برتقال، لو سمحت.
1670	corpus-6-test-corpus-26-test	SAU	اهو جواز سفري.
1682	corpus-6-test-corpus-26-test	SAU	ليش. شكرا مرة. اوه، اقدر اروح لاعلى شيء؟
1702	corpus-6-test-corpus-26-train	SAU	ممكن تذكرتين للحفلة الموسيقية للجمعة الجأية؟
1718	corpus-6-test-corpus-26-train	SAU	فيه راكب ثانية هناك يقدر يغير مكانه معاك.
1754	corpus-6-test-corpus-26-train	SAU	اقدر ازيد مدة جلوسي؟
1766	corpus-6-test-corpus-26-train	SAU	فيه أي مكان يستاهل انه ينشاف هنا؟
1768	corpus-6-test-corpus-26-dev	SAU	لا، أبا استأجر نص مجموعة من المضارب وجزمة.
1782	corpus-6-test-corpus-26-train	SAU	تقدر تعلمي لما يلاقو الشنطة الضأيعة؟
1788	corpus-6-test-corpus-26-train	SAU	اش اسم الحديقة الوطنية؟
1791	corpus-6-test-corpus-26-train	SAU	عندي جرح.
1792	corpus-6-test-corpus-26-dev	SAU	أيش فيه مكان كويس للسياحة؟
1800	corpus-6-test-corpus-26-train	SAU	ممكن اخذ شوية فواكه؟
1834	corpus-6-test-corpus-26-train	SAU	اقدر اخذ غداء دحين؟
1837	corpus-6-test-corpus-26-train	SAU	يبالي اغير الدولار دا.
1867	corpus-6-test-corpus-26-train	SAU	احتاج تاكسي. انا في ساوث مين وليبرتي.
1876	corpus-6-test-corpus-26-dev	SAU	اكيد، تبا كيرلي؟
1878	corpus-6-test-corpus-26-train	SAU	دي مو تفاحة دي خوخة.
1903	corpus-6-test-corpus-26-train	SAU	بعطيك وصفة طبية، وديها الصيدلية.
1927	corpus-6-test-corpus-26-train	SAU	احنا نسافر ثلاث مرات اسوعيا، الخميس، الجمعة والسبت.
1931	corpus-6-test-corpus-26-dev	SAU	دا غالي، ولا؟
1948	corpus-6-test-corpus-26-train	SAU	أيوا، عندنا. حنجهزه لك.
1950	corpus-6-test-corpus-26-dev	SAU	تقدر تشيل شنط سفري لين ثلاثة بالضبط؟
1951	corpus-6-test-corpus-26-train	SAU	لا، بس أبا ازور.
1954	corpus-6-test-corpus-26-dev	SAU	يمديني احجز اجر-سيارة من هنا؟
1968	corpus-6-test-corpus-26-train	SAU	انتا امريكي؟
1980	corpus-6-test-corpus-26-test	SAU	لداك المكان لو سمحت.
1985	corpus-6-test-corpus-26-train	SAU	توقفت سيارتي.
1988	corpus-6-test-corpus-26-train	SAU	فين حق ظل العين؟
1993	corpus-6-test-corpus-26-train	SAU	نفسنا في زاوية هادية، اذا ممكن.
1997	corpus-6-test-corpus-26-train	SAU	التاكسي دا مجاني؟
1998	corpus-6-test-corpus-26-train	SAU	دي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	SAU	متى لازم اجي؟
2003	corpus-6-test-corpus-26-train	SAU	أبا قنينة صغيرة من النبيذ الأبيض.
2005	corpus-6-test-corpus-26-train	SAU	اه. ممكن اخذ اكلي بعدين؟ حاس اني مو كويس دحين.
2025	corpus-6-test-corpus-26-train	SAU	حقيقة، عندي اخبار. حتزوج.
2033	corpus-6-test-corpus-26-train	SAU	فيه بنطلون ثاني؟
2035	corpus-6-test-corpus-26-train	SAU	ممكن خطة؟
2052	corpus-6-test-corpus-26-train	SAU	فيه واحد اقتحم غرفتي ليلة امس.
2055	corpus-6-test-corpus-26-train	SAU	وريني السمكة اللي شفتها اليوم في كتاب الصور، لو سمحت.
2083	corpus-6-test-corpus-26-train	SAU	شوف التعليمات على غلاف الطعام المفرغ من الهواء.
2086	corpus-6-test-corpus-26-train	SAU	أبا فلوس ورقية.
2100	corpus-6-test-corpus-26-test	SAU	سرق محظفتي وهرب.
2119	corpus-6-test-corpus-26-train	SAU	ما عندك دروس تجريبية؟
2147	corpus-6-test-corpus-26-train	SAU	من فين اشتري طوابع بريد؟
2148	corpus-6-test-corpus-26-train	SAU	انا من بريطانيا العظيمة.
2156	corpus-6-test-corpus-26-train	SAU	يبالي اشيك مع زوجتي.
2161	corpus-6-test-corpus-26-train	SAU	أبا استرجع فلوسي عشان دا.
2179	corpus-6-test-corpus-26-train	SAU	هناك كبينة تلفون قدام البنك.
2180	corpus-6-test-corpus-26-train	SAU	حوصل على تسعة مارس وحمشي يوم اربعطعشر.
2205	corpus-6-test-corpus-26-train	SAU	كأنو غالي شوية، ولا؟
2235	corpus-6-test-corpus-26-train	SAU	معاك الباقي؟
2236	corpus-6-test-corpus-26-train	SAU	فين محطة الباصات؟
2238	corpus-6-test-corpus-26-train	SAU	نفسك في حلا؟
2302	corpus-6-test-corpus-26-train	SAU	تقدر تهرج؟
2306	corpus-6-test-corpus-26-train	SAU	نفس الشيء ليا، لو سمحت.
2318	corpus-6-test-corpus-26-train	SAU	طلبي لسا ما جاء.
2324	corpus-6-test-corpus-26-train	SAU	فيه ينابيع حارة كتيرة.
2329	corpus-6-test-corpus-26-train	SAU	باللهي حول الخمسين الف ين الى دولار.
2338	corpus-6-test-corpus-26-train	SAU	عادي معأيا، أصلا نفسي ادخن.
2347	corpus-6-test-corpus-26-test	SAU	من فين استأجر أدوات التزلج والجزم؟
2353	corpus-6-test-corpus-26-dev	SAU	نسيت شرابنا؟
2368	corpus-6-test-corpus-26-test	SAU	ممكن ترسلها لعنواني في اليأبان بانك تجمع رقم الطرد العالمي؟
2381	corpus-6-test-corpus-26-train	SAU	أبا كاسة نبيذ احمر.
2389	corpus-6-test-corpus-26-train	SAU	بس اذا انها حقت، سيدي. هههههه، بس مزحة صغيرة.
2401	corpus-6-test-corpus-26-train	SAU	أكيد، كيف نقدر نخدمك؟
2412	corpus-6-test-corpus-26-dev	SAU	عندنا بيرة، وسكي، خمر، نبيذ، فودكا ونبيذ.
2425	corpus-6-test-corpus-26-train	SAU	هوية. اوه، اوك. هل جواز السفر يمشي؟
2428	corpus-6-test-corpus-26-train	SAU	رقم غرفتي ثلاثة ستة وعشرين. تقدر تأخذ غسيلي؟
2440	corpus-6-test-corpus-26-train	SAU	حشوف اذا فيه شيء يناسبني.
2441	corpus-6-test-corpus-26-train	SAU	أبا غلأية.
2445	corpus-6-test-corpus-26-train	SAU	جبلي جبن مبشور.
2462	corpus-6-test-corpus-26-train	SAU	ممكن تنظف قميصي على صباح بكرة؟
2476	corpus-6-test-corpus-26-train	SAU	قلتله يدق عليا بعدين؟
2490	corpus-6-test-corpus-26-train	SAU	ليش طيب؟
2492	corpus-6-test-corpus-26-train	SAU	معليش، فيه مكتبة هنا؟
2496	corpus-6-test-corpus-26-test	SAU	أتوقع انك غلطت. الغرفة اندفعت. عندي الأيصال.
2505	corpus-6-test-corpus-26-train	SAU	الباص هناك.
2516	corpus-6-test-corpus-26-train	SAU	بالله ابغا لفتين من ايزومية، و فيلم ملون، و ستة وتلاتين لقطة، لو سمحت.
2519	corpus-6-test-corpus-26-train	SAU	أبا كاش للشيك دا بسبعين دولار.
2521	corpus-6-test-corpus-26-train	SAU	أبا اشتري ختومات لعشرة كروت بريد لليأبان، لو سمحت.
2528	corpus-6-test-corpus-26-train	SAU	فيه أي بنك قريب من المحطة؟
2531	corpus-6-test-corpus-26-train	SAU	أتوقع انه فيه غلط في الفاتورة.
2552	corpus-6-test-corpus-26-test	SAU	تراه هنا.
2557	corpus-6-test-corpus-26-train	SAU	واحد تشيز برقر، لو سمحت.
2578	corpus-6-test-corpus-26-test	SAU	ما صار يمديك تسوي تصميم بدون كمبيوتر.
2591	corpus-6-test-corpus-26-train	SAU	اجري.
2601	corpus-6-test-corpus-26-train	SAU	فيه شق في بلوزتي. مدري اذا تقدر تخيطها لي، لو سمحت؟
2613	corpus-6-test-corpus-26-dev	SAU	كم سعر التذكرة لمانشستر؟
2643	corpus-6-test-corpus-26-train	SAU	تقدر تساعدني بسلك الاشتراك؟
2644	corpus-6-test-corpus-26-train	SAU	فين اقدر اشتري فرشة الشاطيء؟
2670	corpus-6-test-corpus-26-test	SAU	اجل، باللهي اعطيني حجز جديد.
2676	corpus-6-test-corpus-26-train	SAU	اعطيني قطعة لحم خنزير، بس مو سميكة زي ذيك.
2678	corpus-6-test-corpus-26-train	SAU	احنا جآيين على سبعة.
2687	corpus-6-test-corpus-26-train	SAU	لما اشوف الأسعار رخيصة قد كدا، احس انه سخافة اشتري أي شيء من اليأبان.
2690	corpus-6-test-corpus-26-train	SAU	كانت عندي سجلات انسرقت كمان.
2695	corpus-6-test-corpus-26-train	SAU	أيسكريم بالبسكوت، لو سمحت.
2702	corpus-6-test-corpus-26-train	SAU	انا اتفق، لازم تصيري مرة طبيعية.
2704	corpus-6-test-corpus-26-train	SAU	انتبه للفراغ، انتبه للفراغ، وقرب من الأبواب، لو سمحت.
2707	corpus-6-test-corpus-26-train	SAU	انا ابغا بطاقة ائتمان.
2708	corpus-6-test-corpus-26-dev	SAU	دا رقمي.
2715	corpus-6-test-corpus-26-test	SAU	علمني على مكان حلو في النهر دا، لو سمحت.
2726	corpus-6-test-corpus-26-train	SAU	لو سمحت اديني تقرير حادث.
2729	corpus-6-test-corpus-26-train	SAU	دحين لا شكرا.
2734	corpus-6-test-corpus-26-train	SAU	اوك، لو سمحت خليك على الخط. مستر ناكاجيما، الانسة سأيتو شكلها ما ترد. تبا تدق بعد شوية؟
2736	corpus-6-test-corpus-26-dev	SAU	يمكن، بس لازم نوزن كل وحده لحالها.
2747	corpus-6-test-corpus-26-train	SAU	باين انها مرا نادرة.
2748	corpus-6-test-corpus-26-train	SAU	فين استلام الشنط لرحلة سبعة صفر تلاتة؟
2760	corpus-6-test-corpus-26-train	SAU	فيه شيء غلط في يدك.
2765	corpus-6-test-corpus-26-train	SAU	هادا يعفن؟
2772	corpus-6-test-corpus-26-train	SAU	لا، شكرا. احسن لي اني ما اشرب.
2808	corpus-6-test-corpus-26-train	SAU	لو سمحت علمني شارع مناسب حق تسوق.
2811	corpus-6-test-corpus-26-dev	SAU	الباص دا حيروح لفندق الهيلتون؟
2816	corpus-6-test-corpus-26-train	SAU	دحين، دي الرسم مرة مميزة. من تسوروتارو كاتاوكا. معروف انه رسام عالمي.
2850	corpus-6-test-corpus-26-train	SAU	عندي تقدير كبير للموسيقى القديمة.
2851	corpus-6-test-corpus-26-dev	SAU	اقدر اعزمك على عشاء يوم من الأيام؟
2862	corpus-6-test-corpus-26-train	SAU	تمام. اش اسم الطرف الثاني ورقمه، لو سمحت.
2871	corpus-6-test-corpus-26-train	SAU	لو سمحتو شوية معليش خلوني اخرج.
2878	corpus-6-test-corpus-26-train	SAU	يمديك تتصل على الموظفين اللي يعرفوا يتكلمو ياباني؟
2898	corpus-6-test-corpus-26-train	SAU	احنا نزور أقاربنا عادة.
2939	corpus-6-test-corpus-26-train	SAU	ميكي هاياكاوا، هيا هادي الغرفة سبعة صفر اتنين.
2945	corpus-6-test-corpus-26-train	SAU	يبالي اقعد هنا الليلة، صح؟ تقدر تساعدني اني احجز غرفة في فندق؟
2947	corpus-6-test-corpus-26-train	SAU	المفروض انه ما يطول، ربع ساعة بالكثير.
2960	corpus-6-test-corpus-26-train	SAU	حتقولي عن هادي المكالمة؟
2964	corpus-6-test-corpus-26-train	SAU	يمديك تقولها اني كلمتها؟ انا حتصل عليها مرة تانية.
2973	corpus-6-test-corpus-26-train	SAU	فيه أي جولة صباحية؟
2982	corpus-6-test-corpus-26-train	SAU	مداك تحول عملات اجنبية؟
2983	corpus-6-test-corpus-26-test	SAU	ميزانيتنا حوالي خمسين دولار لثلاثة اشخاص.
2990	corpus-6-test-corpus-26-train	SAU	من فين اقدر اشتري لفة من الفيلم؟
2995	corpus-6-test-corpus-26-train	SAU	عندك بيرة يأبانية؟
3001	corpus-6-test-corpus-26-test	SAU	بالله ابغا لبس سباحة صغير.
3016	corpus-6-test-corpus-26-train	SAU	ابغا اسجل شنطي.
3029	corpus-6-test-corpus-26-train	SAU	معاك انسة كاوازو في غرفة سطعش احدعش.
3030	corpus-6-test-corpus-26-train	SAU	عفواً.
3038	corpus-6-test-corpus-26-dev	SAU	مافيه ولا شيء.
3040	corpus-6-test-corpus-26-train	SAU	اش هوا اكثر شيء مهم بالنسبة للشعب الياباني، راس السنة الميلادي ولا عيد الميلاد؟
3041	corpus-6-test-corpus-26-test	SAU	رقم كرسيك اتنين وتلاتين ايه، وبعدين روح سيدة لنهاية هادا الممر. كرسيك اللي عند الطاقة.
3073	corpus-6-test-corpus-26-train	SAU	باللهي دقيقة، لو سمحت.
3109	corpus-6-test-corpus-26-train	SAU	بالله عبي التقرير الضايع.
3111	corpus-6-test-corpus-26-dev	SAU	انا ما افهم الامريكية، بس اتكلم اللغة الانقليزية البريطانية.
3120	corpus-6-test-corpus-26-train	SAU	من يوم السبت.
