sentID.BTEC	split	lang	sent
855	corpus-6-test-corpus-26-train	IRQ	اريد اخلي هاذي بصندوق أمانات.
859	corpus-6-test-corpus-26-train	IRQ	وين اكدر اصرف فلوسي؟
897	corpus-6-test-corpus-26-train	IRQ	نكدر نترك حاجاتنا باستثناء الثمنية بالباص؟
902	corpus-6-test-corpus-26-train	IRQ	ما اعرف هذا المبلغ على الفاتوره مالتي مال شنو.
917	corpus-6-test-corpus-26-train	IRQ	راح ادفع خمسين دولار.
941	corpus-6-test-corpus-26-train	IRQ	هسه عرفت شنو الخطأ.
957	corpus-6-test-corpus-26-dev	IRQ	اني ايكيدا. عندي حجز طاولة الساعة ستة ونص هاي الليلة. بس اني راح أوصل نص ساعة متأخر.
1003	corpus-6-test-corpus-26-train	IRQ	كم اوقية من العطور اكدر احصل بدون رسوم كمركية؟
1007	corpus-6-test-corpus-26-train	IRQ	فقط سياحة.
1010	corpus-6-test-corpus-26-train	IRQ	لابأس، رجاءً سجلهم. شلون ترغب؟
1023	corpus-6-test-corpus-26-test	IRQ	هل ما زال عندك مقاعد للحفلة مال اليلة؟
1036	corpus-6-test-corpus-26-train	IRQ	اريد وحده جبيره.
1037	corpus-6-test-corpus-26-dev	IRQ	اني نمت لمن دكت الساعة بالستة ونص.
1038	corpus-6-test-corpus-26-train	IRQ	اني مصور فوتوغرافي مستقل.
1047	corpus-6-test-corpus-26-train	IRQ	التجار ممكن يبدلون دولاراتك مقابل فيش الكازينو. نروح؟
1056	corpus-6-test-corpus-26-dev	IRQ	عدنا حوالي تلاثين نوع زيت حمام.
1062	corpus-6-test-corpus-26-train	IRQ	راح اقدملك العرض الأسبوع القادم.
1074	corpus-6-test-corpus-26-train	IRQ	شكرا الك. شكد سعر الكفوف هاي؟
1098	corpus-6-test-corpus-26-train	IRQ	لازم اروح. اتصل بيك بعدين.
1100	corpus-6-test-corpus-26-train	IRQ	اريد حفاضات استعمال مره واحدة.
1122	corpus-6-test-corpus-26-train	IRQ	من وين اصل هاي اسماك الفراشة؟
1124	corpus-6-test-corpus-26-train	IRQ	ممكن تصرفلياها دولار، رجاءً؟
1139	corpus-6-test-corpus-26-train	IRQ	احنا كولش محظوظين. عدهم واحد بحجم أربعة بمحل علاء موانا.
1146	corpus-6-test-corpus-26-train	IRQ	اكو ليموزين؟
1163	corpus-6-test-corpus-26-dev	IRQ	اكدر احصل على مكالمة تنبيه باجر الساعة خمسة ونص الصبح؟
1165	corpus-6-test-corpus-26-train	IRQ	اني افضل غرفة هادئة.
1167	corpus-6-test-corpus-26-train	IRQ	اريد مزيل صبغ اضافر.
1183	corpus-6-test-corpus-26-train	IRQ	اريد باتري.
1193	corpus-6-test-corpus-26-test	IRQ	اكو فرقة لايف او دي جاي؟
1194	corpus-6-test-corpus-26-train	IRQ	اكدر استأجر معدات غطس؟
1199	corpus-6-test-corpus-26-dev	IRQ	اريد احجز غرفة لأربعة ليالي من ثنين وعشرين كانون الأول.
1212	corpus-6-test-corpus-26-train	IRQ	هاي الحقيبة مناسبة لأي جو؟
1213	corpus-6-test-corpus-26-train	IRQ	اريد دونط، بليه زحمة.
1218	corpus-6-test-corpus-26-train	IRQ	اريد استأجر سيارة اوتوماتيك لمدة يومين.
1224	corpus-6-test-corpus-26-train	IRQ	ما لحكت على رحلة عشرين لسان فرانسيسكو.
1234	corpus-6-test-corpus-26-train	IRQ	شكد للمطار؟
1235	corpus-6-test-corpus-26-train	IRQ	كولش زين. شوكت؟
1276	corpus-6-test-corpus-26-train	IRQ	شكد عمر بنتك؟
1312	corpus-6-test-corpus-26-train	IRQ	تكدر تدليني على فنادق رخيصة ونظيفة؟
1321	corpus-6-test-corpus-26-train	IRQ	كدرنا نحجزلك غرفة مريحة بقصر قديم يم نادي الغولف المشهور.
1329	corpus-6-test-corpus-26-train	IRQ	اني انصح بهذا لأنه مصنوع ميه بالميه من مكونات طبيعية.
1361	corpus-6-test-corpus-26-dev	IRQ	هذا القطار يوكف ببرايتون؟
1369	corpus-6-test-corpus-26-train	IRQ	ممكن تكولي وين اكدر احصل على تاكسي؟
1375	corpus-6-test-corpus-26-train	IRQ	تذكرتين درجة ثانية بلية زحمة.
1384	corpus-6-test-corpus-26-train	IRQ	أريد ابعث فاكس.
1394	corpus-6-test-corpus-26-train	IRQ	اريد اوتي مال سفر.
1396	corpus-6-test-corpus-26-train	IRQ	ممكن اقدملك أي شي؟
1404	corpus-6-test-corpus-26-train	IRQ	يومي؟ كلت ما اسأل، بس شتقصد؟
1418	corpus-6-test-corpus-26-train	IRQ	اريد ظرف يستوعب ورقة حجم ليتر بدون الحاجة لطويها.
1433	corpus-6-test-corpus-26-test	IRQ	نعم، بس مو كولش قوي.
1434	corpus-6-test-corpus-26-train	IRQ	عندي حساسية للبزازين.
1436	corpus-6-test-corpus-26-train	IRQ	نعم، انته المفروض يكون عندك إجازة سوق، ونعم، المفروض يكون عندك إجازة من هيئة التاكسي واليموزين.
1462	corpus-6-test-corpus-26-train	IRQ	تفضل، استاذ.
1465	corpus-6-test-corpus-26-test	IRQ	ما دا احصل على مي حار.
1474	corpus-6-test-corpus-26-train	IRQ	اريد احجز غرفة الليلة.
1492	corpus-6-test-corpus-26-train	IRQ	لا، هذا من غير الضريبة واجور الخدمة.
1506	corpus-6-test-corpus-26-train	IRQ	يعجبك تطلع ويايه نتسوك اليوم وره الظهر؟
1508	corpus-6-test-corpus-26-test	IRQ	هلو، هذا صدك فستان جميل.
1519	corpus-6-test-corpus-26-train	IRQ	هسه، مكالمتك بدت، تفضل رجاءً.
1525	corpus-6-test-corpus-26-train	IRQ	شكد رقم البوابة؟
1539	corpus-6-test-corpus-26-train	IRQ	شنو التذكار الماشي بهاواي؟
1556	corpus-6-test-corpus-26-train	IRQ	اكدر أوصل هناك عن طريق النفق؟
1560	corpus-6-test-corpus-26-train	IRQ	اريد مجفف شعر.
1562	corpus-6-test-corpus-26-train	IRQ	راح نوصل الى نتيجة بحجينا هذا؟
1585	corpus-6-test-corpus-26-train	IRQ	اني اجيت من النيروج.
1603	corpus-6-test-corpus-26-dev	IRQ	من عشره للثناعش بليه زحمة.
1619	corpus-6-test-corpus-26-train	IRQ	اكيد. خلي اشوفه. انته تأذيت بالمرجان على ما أتصور.
1620	corpus-6-test-corpus-26-train	IRQ	للأحتياط، انطيني رقم الشخص المسؤول.
1622	corpus-6-test-corpus-26-train	IRQ	اكو خط سريع؟
1630	corpus-6-test-corpus-26-train	IRQ	ليش ما اجه للحفلة البارحة؟
1637	corpus-6-test-corpus-26-train	IRQ	صار حادث طريق.
1650	corpus-6-test-corpus-26-train	IRQ	اسف، اخذت الرقم الغلط.
1653	corpus-6-test-corpus-26-test	IRQ	رجاءً، دخل رقم البن مالتك.
1663	corpus-6-test-corpus-26-dev	IRQ	ما دا اكدر اضبط الصوره.
1668	corpus-6-test-corpus-26-train	IRQ	واحد تشيزبيرغر وعصير برتقال، بليه زحمة.
1670	corpus-6-test-corpus-26-test	IRQ	هذا الجواز مالتي.
1682	corpus-6-test-corpus-26-test	IRQ	شكراً جزيلاً. اوه، اكدر اصعد فوك؟
1702	corpus-6-test-corpus-26-train	IRQ	ممكن تذكرتين للحفلة الموسيقية مال الجمعة القادمة؟
1718	corpus-6-test-corpus-26-train	IRQ	احد الركاب هناك كال بإمكانهم يتبادلون المقاعد وياك.
1754	corpus-6-test-corpus-26-train	IRQ	ممكن امدد اقامتي؟
1766	corpus-6-test-corpus-26-train	IRQ	اكول، تعتقد اكو شي يسوه نشوفه قريب منا؟
1768	corpus-6-test-corpus-26-dev	IRQ	لا، اريد استأجر نص مجموعة مضارب وحذاء.
1782	corpus-6-test-corpus-26-train	IRQ	ممكن تكولي وين الكيتوا الجنطة المفقودة؟
1788	corpus-6-test-corpus-26-train	IRQ	شنو اسم المتنزه؟
1791	corpus-6-test-corpus-26-train	IRQ	شبعت من المقبلات.
1792	corpus-6-test-corpus-26-dev	IRQ	وين مكان حلو للسياحة؟
1800	corpus-6-test-corpus-26-train	IRQ	ممكن تنطيني شوية فواكه؟
1834	corpus-6-test-corpus-26-train	IRQ	ممكن اتغده هسه؟
1837	corpus-6-test-corpus-26-train	IRQ	اريد اصرف هاي الدولارات.
1867	corpus-6-test-corpus-26-train	IRQ	احتاج تاكسي. اني بساوث ماين و ليبرتي.
1876	corpus-6-test-corpus-26-dev	IRQ	بالتأكيد. تحتاج شي كيرلي؟
1878	corpus-6-test-corpus-26-train	IRQ	هاي مو تفاحة انما مشمش.
1903	corpus-6-test-corpus-26-train	IRQ	راح انطيك وصفة طبية. اخذها للصيدلية.
1927	corpus-6-test-corpus-26-train	IRQ	عدنا تلث رحلات بالأسبوع، الثلاثاء، الجمعة والسبت.
1931	corpus-6-test-corpus-26-dev	IRQ	هذا غالي، مو؟
1948	corpus-6-test-corpus-26-train	IRQ	أي موجود عدنا. راح نحضرلكياه.
1950	corpus-6-test-corpus-26-dev	IRQ	ممكن تبقي الجنط مالتي لحد ساعة تلاثة؟
1951	corpus-6-test-corpus-26-train	IRQ	لا، بس اريد اذبها.
1954	corpus-6-test-corpus-26-dev	IRQ	اكدر احجز أجر-سياره هنا؟
1968	corpus-6-test-corpus-26-train	IRQ	انته أمريكي؟
1980	corpus-6-test-corpus-26-test	IRQ	لهذا المكان، بليه زحمة.
1985	corpus-6-test-corpus-26-train	IRQ	سيارتي واكفة.
1988	corpus-6-test-corpus-26-train	IRQ	وين الظل مال العيون؟
1993	corpus-6-test-corpus-26-train	IRQ	اريد فد زاويه هادئة اذا امكن.
1997	corpus-6-test-corpus-26-train	IRQ	هل هذا التاكسي مجاني؟
1998	corpus-6-test-corpus-26-train	IRQ	هل هذه محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	IRQ	شوكت المفروض اجي؟
2003	corpus-6-test-corpus-26-train	IRQ	اريد قنينة صغيرة نبيذ ابيض.
2005	corpus-6-test-corpus-26-train	IRQ	آه، ممكن اخذ الوجبة بعدين؟ احس نفسي بحالة مو جيدة حالياً.
2025	corpus-6-test-corpus-26-train	IRQ	بالحقيقة، عندي اخبار ساره. راح اتزوج.
2033	corpus-6-test-corpus-26-train	IRQ	اكو غير بناطير؟
2035	corpus-6-test-corpus-26-train	IRQ	ممكن اخذ البرنامج؟
2052	corpus-6-test-corpus-26-train	IRQ	احد دخل غرفتي الليلة الماضية.
2055	corpus-6-test-corpus-26-train	IRQ	شوفني السمجة الي شفتها بالكتاب المصور، رجاءً.
2083	corpus-6-test-corpus-26-train	IRQ	شوف التعليمات على غلاف الطعام المفرغ من الهوا.
2086	corpus-6-test-corpus-26-train	IRQ	اريد فلوس ورقية.
2100	corpus-6-test-corpus-26-test	IRQ	نشل محفظتي وطفر.
2119	corpus-6-test-corpus-26-train	IRQ	ماعدكم دروس تجريبية؟
2147	corpus-6-test-corpus-26-train	IRQ	وين الكه طوابع بريدية؟
2148	corpus-6-test-corpus-26-train	IRQ	اني من بريطانيا العظمى.
2156	corpus-6-test-corpus-26-train	IRQ	لازم اجيك هذا الشي ويه زوجتي.
2161	corpus-6-test-corpus-26-train	IRQ	اريد ترجعلي فلوسي على هذا الشي.
2179	corpus-6-test-corpus-26-train	IRQ	اكو تلفون عمومي مقابيل البنك.
2180	corpus-6-test-corpus-26-train	IRQ	راح أوصل يوم تسعة آذار واغادر يوم اربعطعش.
2205	corpus-6-test-corpus-26-train	IRQ	هذا مو شويه غالي؟
2235	corpus-6-test-corpus-26-train	IRQ	عندك القسيمة؟
2236	corpus-6-test-corpus-26-train	IRQ	وين موقف الباصات؟
2238	corpus-6-test-corpus-26-train	IRQ	يعجبك حلويات؟
2302	corpus-6-test-corpus-26-train	IRQ	انته تحجي؟
2306	corpus-6-test-corpus-26-train	IRQ	نفسي الشي الي اذا امكن.
2318	corpus-6-test-corpus-26-train	IRQ	طلبي ما وصل.
2324	corpus-6-test-corpus-26-train	IRQ	اكو هوايه ينابيع حاره.
2329	corpus-6-test-corpus-26-train	IRQ	بلية زحمة حوليخمسين الف ين الى دولار امريكي.
2338	corpus-6-test-corpus-26-train	IRQ	ما عندي مشكلة. الحقيقة اريد ادخن.
2347	corpus-6-test-corpus-26-test	IRQ	وين اكدر اشتري ادوات مال التزلج واحذية؟
2353	corpus-6-test-corpus-26-dev	IRQ	شنو نسيت المشروبات مالتنا؟
2368	corpus-6-test-corpus-26-test	IRQ	"ممكن تبعثها لعنواني باليابان عن طريق طرود ""كوليكت انترناشيونال""؟"
2381	corpus-6-test-corpus-26-train	IRQ	اريد كلاص نبيذ احمر.
2389	corpus-6-test-corpus-26-train	IRQ	بس اذا جانت مالتك استاذي. ههههه، مجرد نكتة بسيطة.
2401	corpus-6-test-corpus-26-train	IRQ	اكيد. شلون اكدر اخدمك؟
2412	corpus-6-test-corpus-26-dev	IRQ	عدنا بيرة، ويسكي، براندي، جن، فودكا ونبيذ.
2425	corpus-6-test-corpus-26-train	IRQ	هوية، مو مشكلة. الجواز ماشي؟
2428	corpus-6-test-corpus-26-train	IRQ	رقم غرفتي تلاثة ستة وعشرين. تكدر تجي تأخذ هدوم الغسيل مالتي؟
2440	corpus-6-test-corpus-26-train	IRQ	راح اشوف اذا أي واحد من هذني يرهم.
2441	corpus-6-test-corpus-26-train	IRQ	اريد كتلي.
2445	corpus-6-test-corpus-26-train	IRQ	جيبلي شوية جبن مبروش.
2462	corpus-6-test-corpus-26-train	IRQ	ممكن قمصاني تكون مغسولة باجر؟
2476	corpus-6-test-corpus-26-train	IRQ	ممكن تخليه يرجع يتصل بيه؟
2490	corpus-6-test-corpus-26-train	IRQ	ليش لعد؟
2492	corpus-6-test-corpus-26-train	IRQ	بلية زحمة. اكو مكتبة قريبة منا؟
2496	corpus-6-test-corpus-26-test	IRQ	أتصور انته غلطت. الغرفة مدفوع ثمنها. اني عندي وصل.
2505	corpus-6-test-corpus-26-train	IRQ	الباص هناك.
2516	corpus-6-test-corpus-26-train	IRQ	اريد فلمين ايزو مية، ملونة، ام الستة وتلاثين صوره، رجاءً.
2519	corpus-6-test-corpus-26-train	IRQ	اريد ارصرف هذا الصك بسباطعش دولار.
2521	corpus-6-test-corpus-26-train	IRQ	اريد الشتري طوابع لعشرة بوسكاردات لليابان، رجاءً.
2528	corpus-6-test-corpus-26-train	IRQ	اكو بنك قريب على المحطة؟
2531	corpus-6-test-corpus-26-train	IRQ	أتصور اكو خطأ بالفاتوره.
2552	corpus-6-test-corpus-26-test	IRQ	هنا.
2557	corpus-6-test-corpus-26-train	IRQ	واحد تشيزبيرغر سفري رجاءً.
2578	corpus-6-test-corpus-26-test	IRQ	بعد ما تكدر تسوي تصميم بدون كومبيوتر.
2591	corpus-6-test-corpus-26-train	IRQ	اركض.
2601	corpus-6-test-corpus-26-train	IRQ	اكو شك بالبلوز مالتي. تكدر تخيطلياه بلا زحمة؟
2613	corpus-6-test-corpus-26-dev	IRQ	شكد الكروه لمانشيستر؟
2643	corpus-6-test-corpus-26-train	IRQ	تكدر تعيرني جطل مال الباتري؟
2644	corpus-6-test-corpus-26-train	IRQ	من وين اكدر اشتري مفرش مال شاطي؟
2670	corpus-6-test-corpus-26-test	IRQ	لعد انطيني حجز جديد.
2676	corpus-6-test-corpus-26-train	IRQ	انطيني الستيك، بس مو رفيعة مثل هذي.
2678	corpus-6-test-corpus-26-train	IRQ	راح نجي الساعة سبعة.
2687	corpus-6-test-corpus-26-train	IRQ	لمن اشوف الأسعار بهل الرخص، جنها سخافة الواحد يشتري أي شي من اليابان.
2690	corpus-6-test-corpus-26-train	IRQ	سجلاتي انباكت اني هم.
2695	corpus-6-test-corpus-26-train	IRQ	مخروط ايس كريم بالفانيلا، رجاءً.
2702	corpus-6-test-corpus-26-train	IRQ	اتفق وياك. لازم تبين كولش طبيعيه.
2704	corpus-6-test-corpus-26-train	IRQ	انتبه للفتحة، انتبه للفتحة بعدين اقترب من الأبواب، رجاءً.
2707	corpus-6-test-corpus-26-train	IRQ	راح احتاج بطاقة ائتمان.
2708	corpus-6-test-corpus-26-dev	IRQ	هذا الرقم.
2715	corpus-6-test-corpus-26-test	IRQ	دليني على منطقة حلوة بهذا النهر، رجاءً.
2726	corpus-6-test-corpus-26-train	IRQ	انطيني تقرير بالحادث، رجاءً.
2729	corpus-6-test-corpus-26-train	IRQ	لا، شكرا الك حالياً.
2734	corpus-6-test-corpus-26-train	IRQ	ماشي، رجاء ابقى على الخط رجاءً. السيد ناكاجيما والانسة سايتو ما دا يجاوبون على المكالمة. تريدني ادك عليهم فتره أطول؟
2736	corpus-6-test-corpus-26-dev	IRQ	يمكن، بس احنا لازم ننتظرهم كول واحد على حده.
2747	corpus-6-test-corpus-26-train	IRQ	يبدو نادر نوعاً ما.
2748	corpus-6-test-corpus-26-train	IRQ	وين استلام الجنط مال الرحلة سبعمية وتلاثة؟
2760	corpus-6-test-corpus-26-train	IRQ	قبضة ايدك بيها شي.
2765	corpus-6-test-corpus-26-train	IRQ	هذا يفسد؟
2772	corpus-6-test-corpus-26-train	IRQ	لا شكرا. الأفضل ما اشرب بعد.
2808	corpus-6-test-corpus-26-train	IRQ	رجاءً دليني على شوارع زينة نتسوك منها.
2811	corpus-6-test-corpus-26-dev	IRQ	هذا الباص يروح لفندق الهيلتون؟
2816	corpus-6-test-corpus-26-train	IRQ	هسه هاي اللوحة كولش مميزة. رسمها تسوروتارو كاتاوكا. هوه فنان معروف عالمياً.
2850	corpus-6-test-corpus-26-train	IRQ	عندي تقدير عالي للموسيقى الكلاسيكية.
2851	corpus-6-test-corpus-26-dev	IRQ	اكدر اعزمك على غده فد يوم؟
2862	corpus-6-test-corpus-26-train	IRQ	ماشي. شنو اسم الشخص مالتك ورقمه، رجاء.
2871	corpus-6-test-corpus-26-train	IRQ	من رختصك. اريد اطلع رجاءً.
2878	corpus-6-test-corpus-26-train	IRQ	ممكن تصيحلي موظف يحجي ياباني؟
2898	corpus-6-test-corpus-26-train	IRQ	احنا هوايه نزور اقاربنا.
2939	corpus-6-test-corpus-26-train	IRQ	ميكي هاواكاوا. هاي الغرفة سبعمية وثنين.
2945	corpus-6-test-corpus-26-train	IRQ	اني المفروض ابقى الليلة، مو؟ تكدر تساعدني احجز فندق؟
2947	corpus-6-test-corpus-26-train	IRQ	ما المفروض تطول. خمسطعش دقيقة بالزايد.
2960	corpus-6-test-corpus-26-train	IRQ	ممكن تكولي شكد كلفة هاي المكالمة؟
2964	corpus-6-test-corpus-26-train	IRQ	ممكن تكوللها انه اني اتصلت، رجاءً؟ راح اتصل بيها بعدين.
2973	corpus-6-test-corpus-26-train	IRQ	اكو جوله صباحية؟
2982	corpus-6-test-corpus-26-train	IRQ	تصرفون عملات اجنبية؟
2983	corpus-6-test-corpus-26-test	IRQ	ميزانيتنا حوالي خمسين دولار اجمالاً لتلث اشخاص.
2990	corpus-6-test-corpus-26-train	IRQ	منين اكدر اشتري فلم؟
