sentID.BTEC	split	lang	sent
1404	corpus-6-test-corpus-26-train	SUD	يومي؟ خايف اسأل، لكن قصدك شنو؟
1418	corpus-6-test-corpus-26-train	SUD	داير واحد داك ال ح يحفظ ملفات مقاس ورقة رسالة عادية بدون طيهم.
1433	corpus-6-test-corpus-26-test	SUD	أي، لكن ما قوي شديد.
1434	corpus-6-test-corpus-26-train	SUD	اناحساس للقطط.
1436	corpus-6-test-corpus-26-train	SUD	اي، مفروض تملك رخصة قيادة و، اه، انت مفروض يكون عندك رخصة من لجنة التكسي و الليموزين.
1462	corpus-6-test-corpus-26-train	SUD	واصل، يا سيدي.
1465	corpus-6-test-corpus-26-test	SUD	م شكلي ح ألقى موية سخنة.
1474	corpus-6-test-corpus-26-train	SUD	داير احجز غرفة لليلة.
1492	corpus-6-test-corpus-26-train	SUD	لا، استبعد الضرائب و مصاريف الخدمة.
1506	corpus-6-test-corpus-26-train	SUD	دائر تمشي معاي التسوق المساء دا؟
1508	corpus-6-test-corpus-26-test	SUD	هاي، دا حقيقة فستان جميل.
1519	corpus-6-test-corpus-26-train	SUD	الآن، مكالمتك اتقبلت . من فضلك اتفضل.
1525	corpus-6-test-corpus-26-train	SUD	كم رقم البوابة؟
1539	corpus-6-test-corpus-26-train	SUD	شنو مطابق تزكار هاوايوان؟
1556	corpus-6-test-corpus-26-train	SUD	ممكن اصل هناك بالنفق؟
1560	corpus-6-test-corpus-26-train	SUD	داير مجفف شعر.
1562	corpus-6-test-corpus-26-train	SUD	هل ح نوصل اي مكان نتكلم كدا؟
1585	corpus-6-test-corpus-26-train	SUD	انا جيت من النرويج.
1603	corpus-6-test-corpus-26-dev	SUD	من عشرة لي حداشر من فضلك.
1619	corpus-6-test-corpus-26-train	SUD	بالتأكيد. خليني أشوفه. انت اتجرحت بالمهرجان، افترض.
1620	corpus-6-test-corpus-26-train	SUD	احتياط، خليني اخد رقم الزول المسؤول.
1622	corpus-6-test-corpus-26-train	SUD	هل هناك طريق سريع؟
1630	corpus-6-test-corpus-26-train	SUD	لي ما جاء الحفلة امبارح؟
1637	corpus-6-test-corpus-26-train	SUD	هناك كان في حادث مروري.
1650	corpus-6-test-corpus-26-train	SUD	سوري، عندي الرقم الغلط.
1653	corpus-6-test-corpus-26-test	SUD	من فضلك ادخلك بي آي ان الخاص بك.
1663	corpus-6-test-corpus-26-dev	SUD	م قادر أعدل الصورة.
1668	corpus-6-test-corpus-26-train	SUD	واحد بيرقر جبنة و عصير برتقال، من فضلك.
1670	corpus-6-test-corpus-26-test	SUD	دا جوازي.
1682	corpus-6-test-corpus-26-test	SUD	لي، شكرا ليك كتير. اه، هل يمكنني أمشي فوق للقمة؟
1702	corpus-6-test-corpus-26-train	SUD	ممكن اخد الكروية للموسيقى الجمعة الجاية؟
1718	corpus-6-test-corpus-26-train	SUD	راكب تاني هناك قال يمكنهم يبدلوا المقاعد معاك.
1754	corpus-6-test-corpus-26-train	SUD	ممكن امدد إقامتي؟
1766	corpus-6-test-corpus-26-train	SUD	قول. بتعرف أي حاجة بتستحق النظر قريب هنا؟
1768	corpus-6-test-corpus-26-dev	SUD	لا، داير أأجر نص طقم من المضارب و حذاء.
1782	corpus-6-test-corpus-26-train	SUD	ممكن توريني لم الشنطة الرايحة تتلقى؟
1788	corpus-6-test-corpus-26-train	SUD	شنو اسم الحديقة القومية دي؟
1791	corpus-6-test-corpus-26-train	SUD	عندي جرح.
1792	corpus-6-test-corpus-26-dev	SUD	وين مكان جيد للسياحة؟
1800	corpus-6-test-corpus-26-train	SUD	ممكن أشيل بعض الفواكه؟
1834	corpus-6-test-corpus-26-train	SUD	ممكن اتغدا الآن؟
1837	corpus-6-test-corpus-26-train	SUD	محتاج أبدل الدولارات دي.
1867	corpus-6-test-corpus-26-train	SUD	انا محتاج لتاكسي. انا في ساوث مين و لايبرتي.
1876	corpus-6-test-corpus-26-dev	SUD	بالتأكيد، داير كيرلي؟
1878	corpus-6-test-corpus-26-train	SUD	هو ما تفاح لكن خوخ.
1903	corpus-6-test-corpus-26-train	SUD	ح اديك وصفة طبية. شيلا للصيدلية.
1927	corpus-6-test-corpus-26-train	SUD	بنطير تلات ايام في الاسبوع، في التلاتاء، الجمعة، و السبت.
1931	corpus-6-test-corpus-26-dev	SUD	داك غالي. ول لا؟
1948	corpus-6-test-corpus-26-train	SUD	أيوة. عندنا داك. ح نجهزوا ليك.
1950	corpus-6-test-corpus-26-dev	SUD	ح تمسك عفشي لغاية الساعة تلاتة؟
1951	corpus-6-test-corpus-26-train	SUD	لا، انا بس داير انزل.
1954	corpus-6-test-corpus-26-dev	SUD	ممكن احجز اجر-عربية هنا؟
1968	corpus-6-test-corpus-26-train	SUD	هل انت امريكي؟
1980	corpus-6-test-corpus-26-test	SUD	للمكان دا، من فضلك.
1985	corpus-6-test-corpus-26-train	SUD	عربيتي اتسرقت.
1988	corpus-6-test-corpus-26-train	SUD	وين ظل العين؟
1993	corpus-6-test-corpus-26-train	SUD	دايرين ركن هادئ، لو ممكن.
1997	corpus-6-test-corpus-26-train	SUD	هل التكسي دا مجاني؟
1998	corpus-6-test-corpus-26-train	SUD	هل دي محطة اكسبريس؟
2001	corpus-6-test-corpus-26-train	SUD	ياتو زمن مفروض اجي ماري؟
2003	corpus-6-test-corpus-26-train	SUD	داير دورق صغير من نبيذ ابيض.
2005	corpus-6-test-corpus-26-train	SUD	اه. ممكن اخد وجبتي فيما بعد؟ ما حاسي اني كويس أسى.
2025	corpus-6-test-corpus-26-train	SUD	في الحقيقة، عندي اخبار. انا ح اتزوج.
2033	corpus-6-test-corpus-26-train	SUD	اي سراويل تانيه؟
2035	corpus-6-test-corpus-26-train	SUD	ممكن اخد برنامج؟
2052	corpus-6-test-corpus-26-train	SUD	في وزل اقتحم غرفتي امبارح بالليل.
2055	corpus-6-test-corpus-26-train	SUD	وريني السمك الشفته اليوم في الألبوم، من فضلك.
2083	corpus-6-test-corpus-26-train	SUD	شوف التعليمات في علبة الأكل المفرغة من الهواء.
2086	corpus-6-test-corpus-26-train	SUD	داير قروش ورق.
2100	corpus-6-test-corpus-26-test	SUD	هو خطف محفظتي وهرب.
2119	corpus-6-test-corpus-26-train	SUD	م عندك دروس تجريبيه؟
2147	corpus-6-test-corpus-26-train	SUD	وين ممكن اشتري طوابع بريدية؟
2148	corpus-6-test-corpus-26-train	SUD	انا من بريطانيا العظمى.
2156	corpus-6-test-corpus-26-train	SUD	انا علي أن أراجع داك مع زوجتي.
2161	corpus-6-test-corpus-26-train	SUD	داير احصل علي إعادة دفع لي ده.
2179	corpus-6-test-corpus-26-train	SUD	هناك في صندوق تلفون قدام البنك داك.
2180	corpus-6-test-corpus-26-train	SUD	ح اوصل في التاسع من مارس و أغادر في الرابع عشر.
2205	corpus-6-test-corpus-26-train	SUD	داك غالي شويه، م يتعاقد؟
2235	corpus-6-test-corpus-26-train	SUD	هل انت عندك العقل؟
2236	corpus-6-test-corpus-26-train	SUD	وين محطة البص الترفيه؟
2238	corpus-6-test-corpus-26-train	SUD	هل انت مهتم بالتحلية؟
2302	corpus-6-test-corpus-26-train	SUD	انت بتتكلم؟
2306	corpus-6-test-corpus-26-train	SUD	المثل لي انا، من فضلك.
2318	corpus-6-test-corpus-26-train	SUD	طلبي ما وصل.
2324	corpus-6-test-corpus-26-train	SUD	هناك كتير من الربوع الساخنه.
2329	corpus-6-test-corpus-26-train	SUD	من فضلك حول خمسين ألف ين للدولار الأمريكي.
2338	corpus-6-test-corpus-26-train	SUD	داك كويس معاي. في الحقيقه داير أدخن.
2347	corpus-6-test-corpus-26-test	SUD	وين ممكن أأجر ادوات سكي وجزم؟
2353	corpus-6-test-corpus-26-dev	SUD	نسيت مشروباتنا؟
2368	corpus-6-test-corpus-26-test	SUD	ممكن ترسله لعنواني في اليابان ببريد تجمع الحزمه العالميه؟
2381	corpus-6-test-corpus-26-train	SUD	داير قزازة خمرة حمرة.
2389	corpus-6-test-corpus-26-train	SUD	فقط إذا كان كان حقك، سيدى. ههه-ههه، فقط نكته صغيره.
2401	corpus-6-test-corpus-26-train	SUD	بالتأكيد . كيف ممكن تندمج؟
2412	corpus-6-test-corpus-26-dev	SUD	عندنا بيره، ويسكي، براندي، جن، فودكاوخمر.
2425	corpus-6-test-corpus-26-train	SUD	هويه. اوه، صاح. هل باسبورت اوكي؟
2428	corpus-6-test-corpus-26-train	SUD	رقم غرفتي تلاتة ستة وعشرين. هل ممكن تشيل غسيلي؟
2440	corpus-6-test-corpus-26-train	SUD	ح اشوف إذا في واحد من ديل مناسب.
2441	corpus-6-test-corpus-26-train	SUD	داير غلاية.
2445	corpus-6-test-corpus-26-train	SUD	جبتي لي بعض الجبنه المضفره.
2462	corpus-6-test-corpus-26-train	SUD	هل يمكنني احصل علي قمصاني نضيفه صباح بكره؟
2476	corpus-6-test-corpus-26-train	SUD	ممكن تخليه يرجع لي؟
2490	corpus-6-test-corpus-26-train	SUD	ليه طيب؟
2492	corpus-6-test-corpus-26-train	SUD	أعذرني . هل هناك اي مكتبات هنا؟
2496	corpus-6-test-corpus-26-test	SUD	أعتقد أنك عملت غلطه. الغرفة كانت مجهزه. عندي ايصال.
2505	corpus-6-test-corpus-26-train	SUD	البص هناك.
2516	corpus-6-test-corpus-26-train	SUD	داير لفتين من ايزو ميه، فلم ملون، سته وتلاتين صورة، من فضلك.
2519	corpus-6-test-corpus-26-train	SUD	داير أصدق الشيك دا لسبعين دولار.
2521	corpus-6-test-corpus-26-train	SUD	داير اشتري طلبات لعشره كروت بريد لليابان، من فضلك.
2528	corpus-6-test-corpus-26-train	SUD	هل هناك أي بنوك جمب المحطة؟
2531	corpus-6-test-corpus-26-train	SUD	اخشى ان هناك في خطأ في ألفاتوره.
2552	corpus-6-test-corpus-26-test	SUD	إنه هنا.
2557	corpus-6-test-corpus-26-train	SUD	واحد بيرقر جبنه عشان أمشي من فضلك.
2578	corpus-6-test-corpus-26-test	SUD	ما بتقدر تعمل عمل التصميم بدون كمبيوتر بعد دا.
2591	corpus-6-test-corpus-26-train	SUD	أجرى.
2601	corpus-6-test-corpus-26-train	SUD	هناك في شرطه في بلوزتي. انا أتعجب إذا ممكن تخيطه لي، من فضلك؟
2613	corpus-6-test-corpus-26-dev	SUD	التعريفة كم إلى مانشستر؟
2643	corpus-6-test-corpus-26-train	SUD	ممكن تعيرني كيبل تقويه؟
2644	corpus-6-test-corpus-26-train	SUD	وين ممكن اشتري حصيرة الشاطئ؟
2670	corpus-6-test-corpus-26-test	SUD	من فضلك اديني حجر جديد.
2676	corpus-6-test-corpus-26-train	SUD	اديني شوية لحم الخنزير، لكن ما سميكه زي داك.
2678	corpus-6-test-corpus-26-train	SUD	نحن جاين عند السابعة.
2687	corpus-6-test-corpus-26-train	SUD	عندي تسجلاتي اتسرقت، برضه.
2690	corpus-6-test-corpus-26-train	SUD	عندي تسجيلاتي اتسرقت، برضة.
2695	corpus-6-test-corpus-26-train	SUD	مخروط ايسكريم الفانيلا من فضلك.
2702	corpus-6-test-corpus-26-train	SUD	اوافق. مفروض يبقى طبيعي.
2704	corpus-6-test-corpus-26-train	SUD	عقل الوجوه، عقل الفجوه، ثم قرب الأبواب، من فضلك.
2707	corpus-6-test-corpus-26-train	SUD	ح احتاج ل كردت كارد.
2708	corpus-6-test-corpus-26-dev	SUD	هندا الرقم.
2715	corpus-6-test-corpus-26-test	SUD	وريني نقطة جيدة في النهر دا، من فضلك.
2726	corpus-6-test-corpus-26-train	SUD	من فضلك اديني تقرير حادث.
2729	corpus-6-test-corpus-26-train	SUD	لا، شكرا ليك قبل شوية.
2734	corpus-6-test-corpus-26-train	SUD	أوكي، من فضلك خليك في الخط. مستر تاكاجيما، سيدة سايتو ما شكلها بترد على المكالمة. دايرني اتصل عليها زمن أطول؟
2736	corpus-6-test-corpus-26-dev	SUD	احتمال، لكن مفروض نوزنهم منفصلين.
2747	corpus-6-test-corpus-26-train	SUD	يبدوا ان نادر شديد جدا.
2748	corpus-6-test-corpus-26-train	SUD	وين استلام العفش لرحلة سبعة صفر تلاتة؟
2760	corpus-6-test-corpus-26-train	SUD	شي غلط مع قبضتك.
2765	corpus-6-test-corpus-26-train	SUD	هل دا ح يفسد؟
2772	corpus-6-test-corpus-26-train	SUD	لا، شكرا. أنا أحسن ما اشرب زيادة.
2808	corpus-6-test-corpus-26-train	SUD	من فضلك وريني بعض الشوارع سهلة للتسوق.
2811	corpus-6-test-corpus-26-dev	SUD	هل البص داك بمشي لفندق الهيلتون؟
2816	corpus-6-test-corpus-26-train	SUD	الآن، الدهان دا خاص جدا. عمله تسوروتارو كاتاوكا. هو فنان عالمي معروف.
2850	corpus-6-test-corpus-26-train	SUD	عندي تقدير عظيم للموسيقى الكلاسيكية.
2851	corpus-6-test-corpus-26-dev	SUD	هل ممكن اعزمك للعشاء خارجا بعض الزمن؟
2862	corpus-6-test-corpus-26-train	SUD	تمام. ما اسم ورقم الطرف التاني، لو سمحت.
2871	corpus-6-test-corpus-26-train	SUD	اعزرني. طلعني، من فضلك.
2878	corpus-6-test-corpus-26-train	SUD	ممكن تتصل على اصطاف يتكلم ياباني؟
2898	corpus-6-test-corpus-26-train	SUD	بنزور قرايبنا غالبا.
2939	corpus-6-test-corpus-26-train	SUD	ميكي هياكاوا. الغرفة دي سبعة صفر اتنين.
2945	corpus-6-test-corpus-26-train	SUD	مفروض اقعد هنا الليلة، ول لا؟ ممكن تساعدني اراجع غرفة فندق؟
2947	corpus-6-test-corpus-26-train	SUD	ما مفروض يكون طويل. خمستاشر دقيقة بالكتير.
2960	corpus-6-test-corpus-26-train	SUD	ممكن توريني السعر للمكالمة دي كم؟
2964	corpus-6-test-corpus-26-train	SUD	طيب، ممكن توريها اني اتصلت، من فضلك؟ ح اتصل بيها تاني لاحقا.
2973	corpus-6-test-corpus-26-train	SUD	في اي جولة صباحية؟
2982	corpus-6-test-corpus-26-train	SUD	هل تحول العملات الأجنبية؟
2983	corpus-6-test-corpus-26-test	SUD	ميزانتنا حوالي خمسين دولار ككل لتلات أشخاص.
2990	corpus-6-test-corpus-26-train	SUD	وين ممكن اشتري لفة فلم؟
2995	corpus-6-test-corpus-26-train	SUD	هل عندك خمرة يابانية؟
3001	corpus-6-test-corpus-26-test	SUD	داير بدلة سباحة أصغر، من فضلك.
3016	corpus-6-test-corpus-26-train	SUD	داير أسجل عفشي.
3029	corpus-6-test-corpus-26-train	SUD	دي غرفة مس كاوازو ستاشر حداشر.
3030	corpus-6-test-corpus-26-train	SUD	عفوا.
3038	corpus-6-test-corpus-26-dev	SUD	هناك ما في أي.
3040	corpus-6-test-corpus-26-train	SUD	ياتو المهم ليكم يا يابانيين، يوم رأس السنة ول يوم الكريسماس؟
