id,split,MSA,EGY,EGY Translation
368,corpus-6-test-corpus-26-train,ساعتي . كانت ساعة سيكو رقمية .,ساعتي كانت سايكو رقميه.,ساعتي. ساعة رقمية.
370,corpus-6-test-corpus-26-train,يسعدنا أن نقدم لك الشراب الذي تريده متبوعاً بالغداء . دليل كامل بالمشروبات التي نقدمها على رحلتنا موجودة في دليل المعلومات الخاص بمجلتنا .,يسعدنا نقدم ليكم المشروب اللي تختاروة، بعد الاكل . حتلاقو لسته كاملة بأنواع المشروبات اللي بنقدمها في رحلتنا موجوده في دليل المعلومات في مجلتنا.,أنا يسعدنا أن نقدم شراب. هناك معلومات
373,corpus-6-test-corpus-26-test,هل تعيش بالقرب من هنا ؟,انت عايش قريب من هنا؟,ايه يسكن في هنا؟
375,corpus-6-test-corpus-26-train,أين محل الهدايا ؟,فين محل الهدايا؟,ايه ايه ايه ايه؟
386,corpus-6-test-corpus-26-test,أنا على الطريق الرئيسي بجانب خليج موروا .,انا عالطريق السريع جنب خليج مورو.,أنا على الطريق الرئيسي بجانب هناك.
391,corpus-6-test-corpus-26-train,أريد منبه ، من فضلك .,من فضلك عايز منبه .,"أنا تريدين, أنا."
398,corpus-6-test-corpus-26-dev,بالمناسبة ، اسمي هيروش إيجيما .,بالمناسبه، اسمي هيوشي ايجيما .,مناسبة، اسمي ايه.
401,corpus-6-test-corpus-26-dev,"هذا القطار يتوقف في لاك فورست , أليس كذلك ؟",القطر ده بيقف في محطة لاك فورست، مش كده؟,ايه هذه القطار يوقف في لاك فورست، ايه؟
408,corpus-6-test-corpus-26-train,معظم اليابانيين يأكلون الأخطبوط والحبار .,معظم اليابانيين بياكلوا اخطبوط و سبيط .,بعض اليابانيين يأكلون حاجة.
416,corpus-6-test-corpus-26-train,"هل يمكنني الحصول على تذكرتين درجة ثانية لشيكاغوا , من فضلك ؟",ممكن من فضلك تذكرتين درجة تانية لشيكاجو؟,"أنا بحاجة لبيع ذكرتين على ايه, ايه"
419,corpus-6-test-corpus-26-train,لقد ذهبت إلى نيويورك .,انا رجت نيويورك .,أنا ذهبت إلى نيويورك.
423,corpus-6-test-corpus-26-train,ما هو رقم الرحلة الجوية ؟,ايه رقم الرحلة؟,ايه رقم الرحلة الجوية؟
442,corpus-6-test-corpus-26-test,واحد لنيويورك ، من فضلك .,تذكرة لنيويورك من فضلك .,واحد سويورك، من فضلك.
446,corpus-6-test-corpus-26-train,لعدة أيام قليلة .,حوالي ايام قليله .,لعدة أيام قليلة.
447,corpus-6-test-corpus-26-train,الثاني من على اليسار .,التاني عالشمال .,ايه ايه.
471,corpus-6-test-corpus-26-dev,"هذا الكارت , حسناً ؟",الكارت اهوه . .تمام كده؟,ايه ايه ايه؟
488,corpus-6-test-corpus-26-train,هل هذا مكتب الاستقبال ؟ هل يوجد عيادة قريبة ؟,هو ده مكتب الاستقبال؟ ما فيش عيادة قريبه؟,ايه مكتب الاستقبال؟ ايه مكتب الاستقبال؟
493,corpus-6-test-corpus-26-train,هل عشرة دولارات ستكون كافية للذهب بالتاكسي ؟,حيكفي عشر دولارات للتاكسي؟,ايه عشرة دولارات كافية للذهب بالتاكسي؟
503,corpus-6-test-corpus-26-train,أنه ذو مذاق غريب .,طعمة غريب .,ايه ذو مذاق غريب.
512,corpus-6-test-corpus-26-train,"نعم . انتظر , سوف احضر لك واحدة .",ايوه . استنى انا جبت واحد ليك .,Okay. Okay. I'm going to leave you one.
516,corpus-6-test-corpus-26-train,"نصف زجاجة , من فضلك .",نص قزازة، من فضلك .,هناك زجاجة، أنا.
540,corpus-6-test-corpus-26-train,ليس تماماً . فقط شيء ما غير غالي الثمن .,مش بالظبط . حاجه بس ماتكونش غاليه .,ليس تماما. هناك شيء غالي الثمن.
548,corpus-6-test-corpus-26-train,هل تبحث عن شيء ما ؟,بتدور على حاجه؟,ايه ايه ايه؟
551,corpus-6-test-corpus-26-train,أربع ليالي .,اربع ليالي .,أربع ليلى.
553,corpus-6-test-corpus-26-train,أريد بعض الجوارب الرجالي .,عايز شويه شرابات .,أنا ريد الجوارب الرجالي.
565,corpus-6-test-corpus-26-train,هل تستطيع أن تخفض سعرها لوجود بعض البقع بها ؟,ممكن تبيعه أرخص علشان هناك شويه بقع؟,أنا بحاجة لوجود بعض البقع؟
571,corpus-6-test-corpus-26-train,ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .,راجل خبطني . و يعد كده اخدت بالي ان المحفظة راحت .,أنا يمكن فعله.
599,corpus-6-test-corpus-26-train,أنا غير متأكد إذا كنت قد حزمت ملابس كافية لرحلة مدتها ثلاثة أيام .,انا مش متأكد اني حطيت في الشنطة لبس يكفيني تلات تيام .,أنا غير متأكد إذا كنت يمكن غسلي ملابس 
612,corpus-6-test-corpus-26-train,حسناً ، أود أن أجرب النبيذ الأبيض .,تمام، نحب نجرب النبيت الابيض .,حسنا، أنا يمكن رش النبيذ الأبيض.
631,corpus-6-test-corpus-26-train,إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى .,لو حد سال عني، قله اني حأكون موجود عالقهوة .,أنا سألتني أنا أنا أنا.
632,corpus-6-test-corpus-26-train,أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .,انا متأكد ان كان معايا في الجيب الجواني بتاع البالطو بتاعي .,أنا متأكد وضعتها بالجيب الداخلي للمعطف.
641,corpus-6-test-corpus-26-test,هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به ؟,ممكن أعرف أسم و رقم الشخص اللي هتكلمه؟,ايه يمكن تخبرين على اسم ورقم الطرف الذي تريد
643,corpus-6-test-corpus-26-train,هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟,هى الخطوط الجوية حتدفعلي علشان اشتري حاجات شخصية اسايه؟,أنا دفعي شركة الطيران على بعض الاحتياجات الشخصي
650,corpus-6-test-corpus-26-train,أرغب في غرفة بحمام .,عايز اوضه بحمام .,أنا بحاجة غرفة حمام.
652,corpus-6-test-corpus-26-dev,لم يخرج من الماكينة شيء .,مافيش حاجة بتخرج من المكنه ؟,أنا خرج من الماكينة.
667,corpus-6-test-corpus-26-test,كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .,انت كان المفروض تاخد الرحلة تمانية اتنين صفر، اللي اقلعت من خمستاشر دقيقة . على الى حال انا اقدر ارتب رحلة جديدة عشانك .,أنا يفترض أن تسافر على الطائرة رقم ثمانية اث
673,corpus-6-test-corpus-26-train,شخص ما فتح الطرد الخاص بي .,فيه واحد فتح الطرد بتاعي .,شخص ما فتح الطرد الخاص بي.
679,corpus-6-test-corpus-26-test,"آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .",أوة، لا ولا حاجه . المهم انك هنا، على اى حال .,"ايه، ايه, ايه, ايه, ايه."
680,corpus-6-test-corpus-26-train,شركة الخطوط الجوية اليابانية ، طائرة رقم واحد اثنان ثلاثة .,الخطوط الجوية اليابانيه، رحلة رقم ميه تلاته و عشرين .,شركة الخطوط الجوية اليابانية، طائرة رقم واحد اثنان 
681,corpus-6-test-corpus-26-train,أرغب في شراء شامبو .,عايز اشتري شامبو .,أنا بحاجة لبيع شامبو.
683,corpus-6-test-corpus-26-train,هل بإمكانك أن تخبرين متى نصل إلى مجمع الخدمات العامة .,ممكن تقوللي لما نوصل لمركز الخدمات المدنية؟,أنت بحاجة لتغيير ايه.
688,corpus-6-test-corpus-26-train,ـ أين أقرب محل جزارة ؟,فين أقرب جزار؟,ايه ايه ايه ايه ايه ايه؟
703,corpus-6-test-corpus-26-train,نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .,عايزين نحجز اربع ليالي من اول اغسطس .,أنا بحاجة أربع ليالي.
708,corpus-6-test-corpus-26-train,ما اسم هذه الوردة ؟,ايه اسم الورده ديه؟,ايه اسمه ايه؟
719,corpus-6-test-corpus-26-train,الخامس عشر من سبتمبر يوم احترام المسنين .,يوم خمستاشر سبتمبر بيكون يوم احترام العواجيز .,عشرة من سبتمبر.
723,corpus-6-test-corpus-26-train,ليس هناك صابون في حجرتي .,مافيش شوربه في أوضتي .,ليس هناك صابون في حجرتي.
741,corpus-6-test-corpus-26-dev,عندك أية شيء يمكن أن أتعاطه للطفح الجلدي ؟,فيه اى حاجه ممكن اخدها علشان الطفح الجلدي؟,ايه ايه يمكن أنا يمكن يحمل طفح الج
742,corpus-6-test-corpus-26-train,هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟,ممكن تغير الصيقة للي انتي لسه قايله دلوقتي؟,أنت بحاجة لتغيير طبقة لما يقوله ؟
761,corpus-6-test-corpus-26-test,كم ستستغرق لكي تطلب ؟,بياخد وقت اد ايه علشان اطلب حاجه؟,ايه يمكن تكلفة؟
773,corpus-6-test-corpus-26-train,"لا أستطيع أن أفعل ذلك , لكني سوف أضعها في الحقيبة لك .",ممكن من فضلك تتكلم بصوت أعلى؟,أنا بحاجة، لكني يمكن أضعها في حقيبة.
777,corpus-6-test-corpus-26-train,كم تستغرق حتى تصبح متاحة .,حياخد وقت اد ايه قبل ما يخرج؟,يمكن يصبح متاحة.
786,corpus-6-test-corpus-26-train,أين الاستعلامات الرياضية ؟,فين معلومات الرياضة؟,ايه ايه ايه ايه ايه؟
787,corpus-6-test-corpus-26-train,هذا المقاس ، الذي تسميه المقاس العادي ، سوف تجده هنا .,الحجم ده . اللي انتي بتقول عليها الحجم العادي . .يؤدي الغرض .,هذا المقاس، الذي تسميه المقاس العادي، سوف يرجع
793,corpus-6-test-corpus-26-test,أين ستنتهي الجولة ، ومتى ؟,امتى حتنتهي الرحلة، و فين؟,ايه ايه ايه ايه ايه؟
848,corpus-6-test-corpus-26-train,من أي مكان يمكنني أن أغير القطار الذي يوصلني إلى إدنبره ؟,منين اقدر اغير القطر علشان اوصل ادنبرة ؟,ايه مكان يمكنني تغييره ؟
855,corpus-6-test-corpus-26-train,أود أن أضع ذلك في صندوق ودائع آمن .,عايز احطه في صندوق ايداع امن .,أنا ضعي ذلك في صندوق ودائع.
859,corpus-6-test-corpus-26-train,أين يمكنني تغير نقودي ؟,فين أقدر اغير فلوسي؟,ايه يمكنني تغير نقودي؟
897,corpus-6-test-corpus-26-train,هل يمكننا ترك أشياءنا ما عدا الأشياء القيمة في الحافلة ؟,ينفع نسيب حاجتنا في الاتوبيس، ماعدا الحاجات المهمه؟,أنا بحاجة لدينا الأشياء التي يمكن فعلها
902,corpus-6-test-corpus-26-train,أتساءل عن هذه الرسوم الزائدة على فاتورتي .,انا بأتسائل عن التكلفة ديه اللي في الفاتورة علشان ايه.,أنا يسأل هذه الرسوم الزائدة على فين.
917,corpus-6-test-corpus-26-train,أنا سوف أدفع خمسون دولاراً .,حأدفع خمسين دولار .,أنا سوف أدفع خمسون دولار.
941,corpus-6-test-corpus-26-train,الآن أعرف . ماذا كان الخطأ . ؟,دلوقتي عارف ان الموضوع كان غلط .,أنا عرف. ايه ايه ايه؟
957,corpus-6-test-corpus-26-dev,أكيدا التي تتحدث معك ، أنا عندي حجز مائدة في تمام الساعة السادسة والثلث هذا المساء . ولكني آسفة لأني سأصل متأخرة نصف ساعة .,انا ايكيدا اللي بيكلمك. انا حاجز ترابيزة الساعة سته و نص الليله ديه . بس اسف حاتأخر نص ساعة.,أنا أنا يسألك، أنا يمكن يصل ساعة
1003,corpus-6-test-corpus-26-train,كم أوقية من العطر أستطيع الحصول عليه من غير رسوم ؟,اقدر اشتري كام أوقية بارفان ماعليهاش جمارك؟,كم قطر من العطر لازم يمكن بيعه من غير رسوم؟
1007,corpus-6-test-corpus-26-train,فقط سياحة .,مجرد سياحة .,هناك سياحة.
1010,corpus-6-test-corpus-26-train,"هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟",ده كويس، من فضلك أمضيهم . عاوزه ازاي؟,ايه جيد، من فضلك وقع عليهم. ايه تريدها
1023,corpus-6-test-corpus-26-test,هل لا زال لديكم مقاعد لعرض الليلة ؟,لسه فيه كراسي لمسرحية الليله؟,أنا لديكم مقاعد لعرض الليلة؟
1036,corpus-6-test-corpus-26-train,أود الحصول على واحدة كبيرة .,انا حابب الكبير .,أنا بحاجة على واحدة.
1037,corpus-6-test-corpus-26-dev,لقد نمت و لم أتيقظ حين رن منبه السادسة و النصف .,نمت لغاية ما المنبة رن الساعة سته و نص .,أنا يمكن رن منبه أربعة و أربعة.
1038,corpus-6-test-corpus-26-train,أنا مصور حر .,أنا مصوراتي حر.,انا مصور حر.
1047,corpus-6-test-corpus-26-train,يستطيع الصرافون أن يغيروا دولاراتك من أجل بقشيش الكازينو . هل نذهب ؟,اللي بيوزعو الورق يقدرو يبدلو دولاراتك بقواشيط الكازينو . نروح؟,يمكن الصرافون أن يغيروا دولاراتك من أجل سوق
1056,corpus-6-test-corpus-26-dev,لدينا نحو ثلاثون نوعاً من زيوت الاستحمام .,عندنا حوالي تلاتين نوع من زيوت الحمام .,دينا ثلاثون نوع من زيوت الاستحمام.
1062,corpus-6-test-corpus-26-train,سوف أحضر لك العرض الأسبوع القادم .,حيكون معايا العرض بتاعك الاسبوع الجاي .,أنا حضري عرض الأسبوع القادم.
1074,corpus-6-test-corpus-26-train,شكراُ لك . كم تكلفة هذا القفاز ؟,أشكرك . بكام الجوانتي ده؟,شكراً لك. تكلفة ايه؟
1098,corpus-6-test-corpus-26-train,علىّ أن أذهب ، سأتصل بك لاحقاً .,لازم أمشي . حأكلمك بعدين .,أنا ذهب، أنا يرجع.
1100,corpus-6-test-corpus-26-train,أريد بعض الحفاضات التى يمكن التخلص منها بعد الاستعمال .,عايز بمبرز استعمال مره واحدة .,أنا ريد بعض الحفاضات التي يمكن تخلص منها بعد
1122,corpus-6-test-corpus-26-train,أين نشأت سمكات الفراش هذه ؟,فين بلد سمك الفراشه ده؟,ايه ايه ايه ايه؟
1124,corpus-6-test-corpus-26-train,هل لك أن تغيرهم إلى دولارات من فضلك ؟,ممكن تغيرهم لدولارات، لو سمحت؟,ايه ايه ايه ايه ايه ايه؟
1139,corpus-6-test-corpus-26-train,نحن محظوظون جداً . لديهم واحدة مقاس أربعة فى متجر ألامونا .,أحنا محظوظين . عندهم واحد مقاس أربعة في محل الا موانا .,نحن محظوظون جدا. لديهم أربعة نقاط على 
1146,corpus-6-test-corpus-26-train,هل هناك سيارة ليموزين ؟,الاقي ليموزين؟,ايه ايه سيارة ايه؟
1163,corpus-6-test-corpus-26-dev,هل لى أن أتلقى اتصالاً يوقظنى فى الخامسة و النصف من صباح الغد ؟,ممكن تصحوني بالتليفون بكرة خمسه و نص الصبح؟,أنا يرسل اتصالاً يقرب ساعتين و ساعة 
1165,corpus-6-test-corpus-26-train,أُفضلُ حجرة هادئة .,بأفضل أوضه هادية .,ايه ايه ايه ايه.
1167,corpus-6-test-corpus-26-train,أريد مزيلا لطلاء الأظافر .,عايز مزيل مونيكير .,أنا ريد حاجة لحاجة.
1183,corpus-6-test-corpus-26-train,أريد بطارية .,عايز بطارية .,أنا ريد بطارية.
1193,corpus-6-test-corpus-26-test,هل هناك فرقة موسيقية أم دي جي ؟,فيه فرقة موسيقية لايف أو ديجيه؟,ايه هناك ورق موسيقية؟
1194,corpus-6-test-corpus-26-train,هل أستطيع تأجير أداة للتنفس أثناء السباحة ؟,ممكن أجر معدات غطس؟,أنا بحاجة لمساعدة على السباحة؟
1199,corpus-6-test-corpus-26-dev,أود حجز غرفة لأربع ليالى ابتداء من الثانى و العشرين من ديسمبر .,عايز أحجز أوضة أربع ليال من أول اتنين و عشرين ديسمبر .,أنا وصل غرفة لأربع ليالى ابتداء من الثانى و
1212,corpus-6-test-corpus-26-train,هل هذه الحقيبة مناسبة لكل حالات الطقس ؟,الشنطة ديه تستحمل كل أنواع الطقس؟,ايه ايه مناسبة لكل وقت الطقس؟
1213,corpus-6-test-corpus-26-train,أريد كعكة محلاة من فضلك .,عايز كحك دونات، من فضلك .,أنا ريد كوب.
1218,corpus-6-test-corpus-26-train,أريد تأجير سلاح آلى لمدة يومين .,عايز أأجر عربية أوتامتيك ليومين .,أنا ريد حمل ايه.
1224,corpus-6-test-corpus-26-train,لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .,فاتتني الرحلة رقم عشرين لسان فرانسيسكو.,أنا حاول رحلة رقم عشرون على سان فرانسيسكو
1234,corpus-6-test-corpus-26-train,كم سأدفع للوصول إلى المطار ؟,بكام للمطار؟,كم أنا دفع الى المطار؟
1235,corpus-6-test-corpus-26-train,هذا جيد . متى هو ؟,ده كويس . امتى يكون؟,ايه هناك. ايه؟
1276,corpus-6-test-corpus-26-train,كم عمر ابنتك ؟,بنتك أد ايه؟,كم عمر ابنتك؟
1312,corpus-6-test-corpus-26-train,هل يمكن أن تدلني على بعض الفنادق الرخيصة والنظيفة ؟,ممكن تقولي عن فندق نضيف و رخيص؟,أنا يمكن تدلني على بعض الفنادق القمامة و 
1321,corpus-6-test-corpus-26-train,يمكننا ان نحجز لك غرفة مريحة في قلعة قديمة بالقرب من نادي جولف شهير .,نقدر نحجزلك أوضه مريحة في القلعة القديمة جنب نادي جولف مشهور .,Nous stood a busy room in a very spacious 
1329,corpus-6-test-corpus-26-train,ارشح ذلك لأنه مائة في المائة مصنوع من مكونات طبيعية .,بأنصح بده لأنه مصنوع ميه بالميه من المكونات الطبيعية .,ايه ايه لأنه مائة في المائة.
1361,corpus-6-test-corpus-26-dev,هل يتوقف القطار في برايتون ؟,القطر بيقف في بريتون؟,ايه يوقف القطار في برايتون؟
1369,corpus-6-test-corpus-26-train,هل من الممكن أن تخبرني أين أستطيع أن أحصل على تاكسي ؟,ممكن تقوللي منين أخد تاكسي؟,أنا بحاجة لفعل شيئ ؟
1375,corpus-6-test-corpus-26-train,تذكرتين درجة ثانية من فضلك .,تذكرتين درجة تانيه، من فضلك .,يذكرتين على فضلك.
1384,corpus-6-test-corpus-26-train,أود أن أرسل فاكس .,عايز ابعت فاكس .,أنا رسل فاكس.
1394,corpus-6-test-corpus-26-train,أريد مكواة سفر .,محتاج مكوة سفر .,أنا ريد مكواة سفر.
1396,corpus-6-test-corpus-26-train,أيمكنني أن أقدم لك أي شيء ؟,ممكن أقدملك اى حاجة؟,أنا بحاجة لديك شيء؟
1404,corpus-6-test-corpus-26-train,أخشى أن أسأل ، لكن ماذا تعني ؟,يومي؟ انا خايف اسأل، لكن انت تقصد ايه؟,أنا أنا سأل، لكن ما يمكن؟
1418,corpus-6-test-corpus-26-train,أريد الشخص الذي يعد وثائق عادية في حجم ورقة الخطاب بدون الحاجة إلى طيهم .,عايزة واحده تقدر تشيل ورق بحجم ورق الجوابات من غير ما يكونوا مطويين .,أنا ريد الشخص الذي يعد وثائق عادية في حجم ورق
1433,corpus-6-test-corpus-26-test,نعم ، لكن ليس قويا جدا .,أيوة، بس ما يكونش جامد جدا .,أنا، لكن ليس قويا.
1434,corpus-6-test-corpus-26-train,أنا شديد الحساسية للقطط .,عندي حساسيه من القطط .,أنا قوي على قطط.
1436,corpus-6-test-corpus-26-train,"نعم , لا بد أن يكون عندك رخصة قيادة ، ولا بد أن تحصل على رخصة من لجنة التاكسي والليموزين .",أيوة، لازم يكون عندك رخصة سواقة، اه، يكون عندك رخصه من لجنة التاكسي و الليموزين .,"أنا, أنا رخصة قيادة، لكن أنا بحاجة"
1462,corpus-6-test-corpus-26-train,استمر يا سيدي .,اتفضل، يا استاذ .,أنا يمكن.
1465,corpus-6-test-corpus-26-test,يبدوا أنني غير قادر على الحصول على الماء الساخن .,شكلي مش حيوصلي ميه سخنه .,أنا لست بحاجة على الماء الساخن.
1474,corpus-6-test-corpus-26-train,أود أن أحجز غرفة لهذه الليلة .,عايز أحجر أوده الليله ديه .,أنا عايزه غرفة ايه.
1492,corpus-6-test-corpus-26-train,لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .,لأ، ده مستثنى من الضرايب و مصارف الخدمة .,أنا، أنا بحاجة لضريبة و صاريف الخدمة.
1506,corpus-6-test-corpus-26-train,هل تريد أن تذهب للتسوق معي بعد الظهر ؟,تحب نروح تتسوق معايا بعد الضهر؟,أنا تريدين ذهب للتسوق معه بعد الظهر؟
1508,corpus-6-test-corpus-26-test,هيه ، هذا فستان جميل حقا .,ازيك، ده حقيقي فستان جميل.,ايه، فستان جميل حقا.
1519,corpus-6-test-corpus-26-train,الآن ، مكالمتك ردت . تفضل من فضلك .,دلوقتي، مكالمتك اشتغلت . اتفضل لو سمحت .,هنا، أنا أنا أنا. أنا فضلك.
1525,corpus-6-test-corpus-26-train,ما رقم البوابة ؟,ايه رقم البوابه؟,رقم البوابة؟
